0,average,uniform,(-1.3404617+0j),(-1.1643914+0.59364426j),(-1.1643914-0.59364426j),(1.093185+1.2935226j),(1.093185-1.2935226j),(1.2926068+0j),(0.42085135+1.425844j),(0.42085135-1.425844j),(0.3068177+1.3109933j),(0.3068177-1.3109933j),(0.37283838+1.051623j),(0.37283838-1.051623j),(-0.19504412+0j),(0.10428063+0j),(0.42952955+0.6253279j),(0.42952955-0.6253279j)
0,average,uniform,(-1.3421326+0j),(-1.164524+0.5937405j),(-1.164524-0.5937405j),(1.0937449+1.2929398j),(1.0937449-1.2929398j),(1.2927545+0j),(0.42228258+1.4236488j),(0.42228258-1.4236488j),(0.30669338+1.3093767j),(0.30669338-1.3093767j),(0.3725981+1.0515077j),(0.3725981-1.0515077j),(-0.1960691+0j),(0.1035121+0j),(0.42953703+0.62549525j),(0.42953703-0.62549525j)
0,average,uniform,(-1.3433068+0j),(-1.1644629+0.59388846j),(-1.1644629-0.59388846j),(1.093916+1.2922696j),(1.093916-1.2922696j),(1.2928109+0j),(0.42370287+1.4215345j),(0.42370287-1.4215345j),(0.30658686+1.3080587j),(0.30658686-1.3080587j),(0.37235823+1.0514091j),(0.37235823-1.0514091j),(-0.19688578+0j),(0.10282033+0j),(0.42952207+0.62560374j),(0.42952207-0.62560374j)
0,average,uniform,(-1.3444306+0j),(-1.1642927+0.59376323j),(-1.1642927-0.59376323j),(1.0941378+1.291879j),(1.0941378-1.291879j),(1.2928782+0j),(0.42462537+1.4199896j),(0.42462537-1.4199896j),(0.30664137+1.3063353j),(0.30664137-1.3063353j),(0.37219232+1.051314j),(0.37219232-1.051314j),(-0.19793998+0j),(0.102263466+0j),(0.42969534+0.6257307j),(0.42969534-0.6257307j)
0,average,uniform,(-1.3452109+0j),(-1.1641926+0.5936612j),(-1.1641926-0.5936612j),(1.0942751+1.2915086j),(1.0942751-1.2915086j),(1.2928857+0j),(0.42534178+1.4185326j),(0.42534178-1.4185326j),(0.30668432+1.3048826j),(0.30668432-1.3048826j),(0.3720791+1.05122j),(0.3720791-1.05122j),(-0.1986752+0j),(0.10174219+0j),(0.42968097+0.6257455j),(0.42968097-0.6257455j)
0,average,uniform,(-1.3456004+0j),(-1.1640463+0.5935231j),(-1.1640463-0.5935231j),(1.0942652+1.2910887j),(1.0942652-1.2910887j),(1.2928444+0j),(0.42590246+1.4173396j),(0.42590246-1.4173396j),(0.3067055+1.3037701j),(0.3067055-1.3037701j),(0.37199837+1.0511289j),(0.37199837-1.0511289j),(-0.19907646+0j),(0.10130496+0j),(0.42942864+0.62578243j),(0.42942864-0.62578243j)
0,average,uniform,(-1.3459196+0j),(-1.1639397+0.5934212j),(-1.1639397-0.5934212j),(1.0942407+1.2907963j),(1.0942407-1.2907963j),(1.2928001+0j),(0.4263268+1.4163327j),(0.4263268-1.4163327j),(0.30673307+1.3029128j),(0.30673307-1.3029128j),(0.37194356+1.0510318j),(0.37194356-1.0510318j),(-0.19937956+0j),(0.100965+0j),(0.42925486+0.62575257j),(0.42925486-0.62575257j)
0,average,uniform,(-1.3460956+0j),(-1.1638086+0.59335285j),(-1.1638086-0.59335285j),(1.0940228+1.2904233j),(1.0940228-1.2904233j),(1.2927608+0j),(0.42667744+1.4154165j),(0.42667744-1.4154165j),(0.3067661+1.3022026j),(0.3067661-1.3022026j),(0.37189478+1.0509497j),(0.37189478-1.0509497j),(-0.19960877+0j),(0.10069453+0j),(0.42920464+0.6256981j),(0.42920464-0.6256981j)
0,average,uniform,(-1.3462924+0j),(-1.1637396+0.5933511j),(-1.1637396-0.5933511j),(1.0938897+1.2901711j),(1.0938897-1.2901711j),(1.292729+0j),(0.42698583+1.4146187j),(0.42698583-1.4146187j),(0.30679482+1.3016223j),(0.30679482-1.3016223j),(0.37184864+1.0508797j),(0.37184864-1.0508797j),(-0.19979803+0j),(0.10046514+0j),(0.42920485+0.62562543j),(0.42920485-0.62562543j)
0,average,uniform,(-1.3465611+0j),(-1.1637324+0.5934091j),(-1.1637324-0.5934091j),(1.0938432+1.2900158j),(1.0938432-1.2900158j),(1.2927016+0j),(0.42730966+1.413842j),(0.42730966-1.413842j),(0.3068363+1.3010875j),(0.3068363-1.3010875j),(0.37179044+1.0508064j),(0.37179044-1.0508064j),(-0.19999453+0j),(0.10024282+0j),(0.42922795+0.6255432j),(0.42922795-0.6255432j)
