"Step","no_init_or_penalty-cyclone - forward loss","no_init_or_penalty-cyclone - forward loss__MIN","no_init_or_penalty-cyclone - forward loss__MAX","spectral_init_uniform-cyclone - forward loss","spectral_init_uniform-cyclone - forward loss__MIN","spectral_init_uniform-cyclone - forward loss__MAX","sepctral_eigen_init_with_2_to_2_uniform_distribution - forward loss","sepctral_eigen_init_with_2_to_2_uniform_distribution - forward loss__MIN","sepctral_eigen_init_with_2_to_2_uniform_distribution - forward loss__MAX","Maximal eigen-loss without eigen-initialisation - forward loss","Maximal eigen-loss without eigen-initialisation - forward loss__MIN","Maximal eigen-loss without eigen-initialisation - forward loss__MAX"
"78","","","","","","","0.18949854373931885","0.18949854373931885","0.18949854373931885","1.47012460231781","1.47012460231781","1.47012460231781"
"79","","","","","","","0.19635054469108582","0.19635054469108582","0.19635054469108582","0.17724187672138214","0.17724187672138214","0.17724187672138214"
"80","","","","","","","0.19424107670783997","0.19424107670783997","0.19424107670783997","0.17749030888080597","0.17749030888080597","0.17749030888080597"
"81","","","","","","","0.18564914166927338","0.18564914166927338","0.18564914166927338","0.47613203525543213","0.47613203525543213","0.47613203525543213"
"82","","","","","","","","","","0.1725236028432846","0.1725236028432846","0.1725236028432846"
"83","","","","","","","0.1968296766281128","0.1968296766281128","0.1968296766281128","0.17330658435821533","0.17330658435821533","0.17330658435821533"
"84","","","","","","","0.1978876292705536","0.1978876292705536","0.1978876292705536","0.17258663475513458","0.17258663475513458","0.17258663475513458"
"85","","","","","","","0.19094538688659668","0.19094538688659668","0.19094538688659668","0.1995568573474884","0.1995568573474884","0.1995568573474884"
"86","","","","","","","0.18940891325473785","0.18940891325473785","0.18940891325473785","0.1740325391292572","0.1740325391292572","0.1740325391292572"
"87","","","","","","","0.19373629987239838","0.19373629987239838","0.19373629987239838","0.18127021193504333","0.18127021193504333","0.18127021193504333"
"88","","","","","","","","","","0.16707642376422882","0.16707642376422882","0.16707642376422882"
"89","","","","","","","0.19914163649082184","0.19914163649082184","0.19914163649082184","0.17263849079608917","0.17263849079608917","0.17263849079608917"
"90","","","","","","","0.1975768357515335","0.1975768357515335","0.1975768357515335","0.18716858327388763","0.18716858327388763","0.18716858327388763"
"91","","","","","","","0.19666224718093872","0.19666224718093872","0.19666224718093872","0.17267370223999023","0.17267370223999023","0.17267370223999023"
"92","","","","","","","0.19035515189170837","0.19035515189170837","0.19035515189170837","0.18428710103034973","0.18428710103034973","0.18428710103034973"
"93","","","","","","","0.19248346984386444","0.19248346984386444","0.19248346984386444","0.18117927014827728","0.18117927014827728","0.18117927014827728"
"94","","","","","","","","","","0.3625039756298065","0.3625039756298065","0.3625039756298065"
"95","","","","","","","0.19622091948986053","0.19622091948986053","0.19622091948986053","0.1790418028831482","0.1790418028831482","0.1790418028831482"
"96","","","","","","","0.18004454672336578","0.18004454672336578","0.18004454672336578","0.17765820026397705","0.17765820026397705","0.17765820026397705"
"97","","","","","","","0.19113324582576752","0.19113324582576752","0.19113324582576752","0.17349417507648468","0.17349417507648468","0.17349417507648468"
"98","","","","","","","0.1953500658273697","0.1953500658273697","0.1953500658273697","0.17674027383327484","0.17674027383327484","0.17674027383327484"
"99","","","","","","","0.1995854675769806","0.1995854675769806","0.1995854675769806","0.7755478620529175","0.7755478620529175","0.7755478620529175"
"101","","","","","","","0.18303561210632324","0.18303561210632324","0.18303561210632324","","",""
"102","","","","","","","0.19115963578224182","0.19115963578224182","0.19115963578224182","","",""
"103","","","","","","","0.18770597875118256","0.18770597875118256","0.18770597875118256","","",""
"104","","","","","","","0.18867406249046326","0.18867406249046326","0.18867406249046326","","",""
"105","","","","","","","0.19630710780620575","0.19630710780620575","0.19630710780620575","","",""
"107","","","","","","","0.18737536668777466","0.18737536668777466","0.18737536668777466","","",""
"108","","","","","","","0.18982407450675964","0.18982407450675964","0.18982407450675964","","",""
"109","","","","","","","0.19129382073879242","0.19129382073879242","0.19129382073879242","","",""
"110","","","","","","","0.19510605931282043","0.19510605931282043","0.19510605931282043","","",""
"111","","","","","","","0.18979200720787048","0.18979200720787048","0.18979200720787048","","",""
"113","","","","","","","0.19049891829490662","0.19049891829490662","0.19049891829490662","","",""
"114","","","","","","","0.19111418724060059","0.19111418724060059","0.19111418724060059","","",""
"115","","","","","","","0.1918189823627472","0.1918189823627472","0.1918189823627472","","",""
"116","","","","","","","0.18600702285766602","0.18600702285766602","0.18600702285766602","","",""
"117","","","","","","","0.18993330001831055","0.18993330001831055","0.18993330001831055","","",""
"119","","","","","","","0.195531964302063","0.195531964302063","0.195531964302063","","",""
