"Step","inverse_eigen_penalty_diss5-pendulum - loss","inverse_eigen_penalty_diss5-pendulum - loss__MIN","inverse_eigen_penalty_diss5-pendulum - loss__MAX","average_eigen_penalty_diss5-pendulum - loss","average_eigen_penalty_diss5-pendulum - loss__MIN","average_eigen_penalty_diss5-pendulum - loss__MAX","max_eigen_penalty_diss5-pendulum - loss","max_eigen_penalty_diss5-pendulum - loss__MIN","max_eigen_penalty_diss5-pendulum - loss__MAX","no_methods_diss5-pendulum - loss","no_methods_diss5-pendulum - loss__MIN","no_methods_diss5-pendulum - loss__MAX"
"53","5.6869049072265625","5.6869049072265625","5.6869049072265625","4.158831596374512","4.158831596374512","4.158831596374512","5.486139297485352","5.486139297485352","5.486139297485352","0.4012508988380432","0.4012508988380432","0.4012508988380432"
"55","7.785304546356201","7.785304546356201","7.785304546356201","4.242884159088135","4.242884159088135","4.242884159088135","4.631531715393066","4.631531715393066","4.631531715393066","4.443660736083984","4.443660736083984","4.443660736083984"
"57","6.188503265380859","6.188503265380859","6.188503265380859","4.202071189880371","4.202071189880371","4.202071189880371","5.205251216888428","5.205251216888428","5.205251216888428","0.32565048336982727","0.32565048336982727","0.32565048336982727"
"59","3.3557019233703613","3.3557019233703613","3.3557019233703613","4.337360382080078","4.337360382080078","4.337360382080078","4.6553955078125","4.6553955078125","4.6553955078125","1.6728134155273438","1.6728134155273438","1.6728134155273438"
"61","3.8498408794403076","3.8498408794403076","3.8498408794403076","4.163996696472168","4.163996696472168","4.163996696472168","4.907184600830078","4.907184600830078","4.907184600830078","1.0394116640090942","1.0394116640090942","1.0394116640090942"
"63","3.5487327575683594","3.5487327575683594","3.5487327575683594","4.197565078735352","4.197565078735352","4.197565078735352","4.327910900115967","4.327910900115967","4.327910900115967","1.463333010673523","1.463333010673523","1.463333010673523"
"65","0.7486473321914673","0.7486473321914673","0.7486473321914673","4.100528717041016","4.100528717041016","4.100528717041016","4.791868209838867","4.791868209838867","4.791868209838867","2.4357571601867676","2.4357571601867676","2.4357571601867676"
"67","2.302664041519165","2.302664041519165","2.302664041519165","4.196280002593994","4.196280002593994","4.196280002593994","4.66209077835083","4.66209077835083","4.66209077835083","1.2987394332885742","1.2987394332885742","1.2987394332885742"
"69","1.284383773803711","1.284383773803711","1.284383773803711","4.295190334320068","4.295190334320068","4.295190334320068","4.267083168029785","4.267083168029785","4.267083168029785","4.333784103393555","4.333784103393555","4.333784103393555"
"71","0.2941027879714966","0.2941027879714966","0.2941027879714966","4.27508544921875","4.27508544921875","4.27508544921875","5.148809432983398","5.148809432983398","5.148809432983398","2.7419373989105225","2.7419373989105225","2.7419373989105225"
"73","0.3643400967121124","0.3643400967121124","0.3643400967121124","4.072116374969482","4.072116374969482","4.072116374969482","4.605738639831543","4.605738639831543","4.605738639831543","6.1066083908081055","6.1066083908081055","6.1066083908081055"
"75","3.2509188652038574","3.2509188652038574","3.2509188652038574","4.053480625152588","4.053480625152588","4.053480625152588","4.360957145690918","4.360957145690918","4.360957145690918","2.2279820442199707","2.2279820442199707","2.2279820442199707"
"77","1.0041165351867676","1.0041165351867676","1.0041165351867676","4.280044078826904","4.280044078826904","4.280044078826904","4.606362819671631","4.606362819671631","4.606362819671631","2.3037471771240234","2.3037471771240234","2.3037471771240234"
"79","2.0250635147094727","2.0250635147094727","2.0250635147094727","4.385768413543701","4.385768413543701","4.385768413543701","4.2804856300354","4.2804856300354","4.2804856300354","1.3860377073287964","1.3860377073287964","1.3860377073287964"
"81","1.4295785427093506","1.4295785427093506","1.4295785427093506","4.032565593719482","4.032565593719482","4.032565593719482","4.499800682067871","4.499800682067871","4.499800682067871","0.7467089891433716","0.7467089891433716","0.7467089891433716"
"83","1.2024496793746948","1.2024496793746948","1.2024496793746948","4.017090320587158","4.017090320587158","4.017090320587158","4.095731258392334","4.095731258392334","4.095731258392334","2.2610254287719727","2.2610254287719727","2.2610254287719727"
"85","0.7045068144798279","0.7045068144798279","0.7045068144798279","4.0490922927856445","4.0490922927856445","4.0490922927856445","4.791589736938477","4.791589736938477","4.791589736938477","0.31481921672821045","0.31481921672821045","0.31481921672821045"
"87","2.384958028793335","2.384958028793335","2.384958028793335","4.1217570304870605","4.1217570304870605","4.1217570304870605","4.2012763023376465","4.2012763023376465","4.2012763023376465","2.396354913711548","2.396354913711548","2.396354913711548"
"89","1.1819430589675903","1.1819430589675903","1.1819430589675903","4.023239612579346","4.023239612579346","4.023239612579346","4.339825630187988","4.339825630187988","4.339825630187988","1.3173937797546387","1.3173937797546387","1.3173937797546387"
"91","0.373870849609375","0.373870849609375","0.373870849609375","4.0847954750061035","4.0847954750061035","4.0847954750061035","4.429096698760986","4.429096698760986","4.429096698760986","1.1559158563613892","1.1559158563613892","1.1559158563613892"
"93","0.6466266512870789","0.6466266512870789","0.6466266512870789","4.1659440994262695","4.1659440994262695","4.1659440994262695","4.428373336791992","4.428373336791992","4.428373336791992","1.0926951169967651","1.0926951169967651","1.0926951169967651"
"95","0.061698175966739655","0.061698175966739655","0.061698175966739655","4.153509616851807","4.153509616851807","4.153509616851807","4.014235496520996","4.014235496520996","4.014235496520996","1.0199332237243652","1.0199332237243652","1.0199332237243652"
"97","0.5631604194641113","0.5631604194641113","0.5631604194641113","4.023105144500732","4.023105144500732","4.023105144500732","4.467339992523193","4.467339992523193","4.467339992523193","0.9887523651123047","0.9887523651123047","0.9887523651123047"
"99","0.3423303961753845","0.3423303961753845","0.3423303961753845","4.08422327041626","4.08422327041626","4.08422327041626","4.253037452697754","4.253037452697754","4.253037452697754","1.1339690685272217","1.1339690685272217","1.1339690685272217"
"101","0.159957617521286","0.159957617521286","0.159957617521286","4.121320724487305","4.121320724487305","4.121320724487305","4.079095363616943","4.079095363616943","4.079095363616943","1.0435516834259033","1.0435516834259033","1.0435516834259033"
"103","1.341998815536499","1.341998815536499","1.341998815536499","4.086613655090332","4.086613655090332","4.086613655090332","4.394216537475586","4.394216537475586","4.394216537475586","0.20927399396896362","0.20927399396896362","0.20927399396896362"
"105","0.16591095924377441","0.16591095924377441","0.16591095924377441","4.159115791320801","4.159115791320801","4.159115791320801","4.260300636291504","4.260300636291504","4.260300636291504","0.2725191116333008","0.2725191116333008","0.2725191116333008"
"107","0.4817013740539551","0.4817013740539551","0.4817013740539551","4.140965461730957","4.140965461730957","4.140965461730957","4.528440475463867","4.528440475463867","4.528440475463867","1.2576375007629395","1.2576375007629395","1.2576375007629395"
"109","0.3369922935962677","0.3369922935962677","0.3369922935962677","4.017168045043945","4.017168045043945","4.017168045043945","4.10516357421875","4.10516357421875","4.10516357421875","0.18444831669330597","0.18444831669330597","0.18444831669330597"
"111","0.07687754184007645","0.07687754184007645","0.07687754184007645","4.12994909286499","4.12994909286499","4.12994909286499","4.142261028289795","4.142261028289795","4.142261028289795","0.4209936261177063","0.4209936261177063","0.4209936261177063"
"113","0.6283293962478638","0.6283293962478638","0.6283293962478638","4.009906768798828","4.009906768798828","4.009906768798828","4.411466121673584","4.411466121673584","4.411466121673584","1.4433343410491943","1.4433343410491943","1.4433343410491943"
"115","0.6137718558311462","0.6137718558311462","0.6137718558311462","4.072514057159424","4.072514057159424","4.072514057159424","4.125155925750732","4.125155925750732","4.125155925750732","0.6468371152877808","0.6468371152877808","0.6468371152877808"
"117","0.17292018234729767","0.17292018234729767","0.17292018234729767","4.054465293884277","4.054465293884277","4.054465293884277","4.038503170013428","4.038503170013428","4.038503170013428","0.4529116451740265","0.4529116451740265","0.4529116451740265"
"119","1.0414574146270752","1.0414574146270752","1.0414574146270752","4.122127532958984","4.122127532958984","4.122127532958984","4.169001579284668","4.169001579284668","4.169001579284668","0.6281866431236267","0.6281866431236267","0.6281866431236267"
"121","0.16709329187870026","0.16709329187870026","0.16709329187870026","4.010880947113037","4.010880947113037","4.010880947113037","4.287593364715576","4.287593364715576","4.287593364715576","0.659070611000061","0.659070611000061","0.659070611000061"
"123","0.57644122838974","0.57644122838974","0.57644122838974","4.02099609375","4.02099609375","4.02099609375","4.024343490600586","4.024343490600586","4.024343490600586","0.17402537167072296","0.17402537167072296","0.17402537167072296"
"125","0.057685595005750656","0.057685595005750656","0.057685595005750656","4.024973392486572","4.024973392486572","4.024973392486572","4.022337913513184","4.022337913513184","4.022337913513184","0.2206229418516159","0.2206229418516159","0.2206229418516159"
"127","0.39964598417282104","0.39964598417282104","0.39964598417282104","4.088511943817139","4.088511943817139","4.088511943817139","4.11612606048584","4.11612606048584","4.11612606048584","0.12490329146385193","0.12490329146385193","0.12490329146385193"
"129","0.15184572339057922","0.15184572339057922","0.15184572339057922","4.128169536590576","4.128169536590576","4.128169536590576","4.242926120758057","4.242926120758057","4.242926120758057","0.5206494927406311","0.5206494927406311","0.5206494927406311"
"131","0.0823744460940361","0.0823744460940361","0.0823744460940361","4.055490493774414","4.055490493774414","4.055490493774414","4.177987575531006","4.177987575531006","4.177987575531006","0.505184531211853","0.505184531211853","0.505184531211853"
"133","0.3687708079814911","0.3687708079814911","0.3687708079814911","4.023765563964844","4.023765563964844","4.023765563964844","4.045121192932129","4.045121192932129","4.045121192932129","0.02122918702661991","0.02122918702661991","0.02122918702661991"
"135","0.4612784683704376","0.4612784683704376","0.4612784683704376","4.023092746734619","4.023092746734619","4.023092746734619","4.032326698303223","4.032326698303223","4.032326698303223","0.3215485215187073","0.3215485215187073","0.3215485215187073"
"137","0.875150740146637","0.875150740146637","0.875150740146637","4.033952713012695","4.033952713012695","4.033952713012695","4.346843242645264","4.346843242645264","4.346843242645264","0.013878661207854748","0.013878661207854748","0.013878661207854748"
"139","0.4136011302471161","0.4136011302471161","0.4136011302471161","4.084414482116699","4.084414482116699","4.084414482116699","4.083036422729492","4.083036422729492","4.083036422729492","0.31594404578208923","0.31594404578208923","0.31594404578208923"
"141","0.25346699357032776","0.25346699357032776","0.25346699357032776","4.06346321105957","4.06346321105957","4.06346321105957","4.1436238288879395","4.1436238288879395","4.1436238288879395","0.14596383273601532","0.14596383273601532","0.14596383273601532"
"143","0.7079147100448608","0.7079147100448608","0.7079147100448608","4.072711944580078","4.072711944580078","4.072711944580078","4.162272930145264","4.162272930145264","4.162272930145264","0.2734289765357971","0.2734289765357971","0.2734289765357971"
"145","0.3013874590396881","0.3013874590396881","0.3013874590396881","4.047022819519043","4.047022819519043","4.047022819519043","4.281769752502441","4.281769752502441","4.281769752502441","0.6229350566864014","0.6229350566864014","0.6229350566864014"
"147","0.09033245593309402","0.09033245593309402","0.09033245593309402","4.048400402069092","4.048400402069092","4.048400402069092","4.015247821807861","4.015247821807861","4.015247821807861","0.28100910782814026","0.28100910782814026","0.28100910782814026"
"149","0.16842123866081238","0.16842123866081238","0.16842123866081238","4.141034126281738","4.141034126281738","4.141034126281738","4.222105979919434","4.222105979919434","4.222105979919434","0.25263914465904236","0.25263914465904236","0.25263914465904236"
