"Step","double_gaussian_dist_init_diss9-pendulum - loss","double_gaussian_dist_init_diss9-pendulum - loss__MIN","double_gaussian_dist_init_diss9-pendulum - loss__MAX","gaussian_dist_init_diss9-pendulum - loss","gaussian_dist_init_diss9-pendulum - loss__MIN","gaussian_dist_init_diss9-pendulum - loss__MAX","uniform_dist_init_diss9-pendulum - loss","uniform_dist_init_diss9-pendulum - loss__MIN","uniform_dist_init_diss9-pendulum - loss__MAX","no_method_diss9-pendulum - loss","no_method_diss9-pendulum - loss__MIN","no_method_diss9-pendulum - loss__MAX"
"39","0.23173294961452484","0.23173294961452484","0.23173294961452484","0.23537105321884155","0.23537105321884155","0.23537105321884155","0.22365660965442657","0.22365660965442657","0.22365660965442657","2.063886880874634","2.063886880874634","2.063886880874634"
"41","0.364732027053833","0.364732027053833","0.364732027053833","0.22542069852352142","0.22542069852352142","0.22542069852352142","0.19342586398124695","0.19342586398124695","0.19342586398124695","2.0411462783813477","2.0411462783813477","2.0411462783813477"
"43","0.283974289894104","0.283974289894104","0.283974289894104","0.23215217888355255","0.23215217888355255","0.23215217888355255","0.22540804743766785","0.22540804743766785","0.22540804743766785","1.5804729461669922","1.5804729461669922","1.5804729461669922"
"45","0.27507084608078003","0.27507084608078003","0.27507084608078003","0.25346803665161133","0.25346803665161133","0.25346803665161133","0.21274277567863464","0.21274277567863464","0.21274277567863464","1.0499904155731201","1.0499904155731201","1.0499904155731201"
"47","0.19346845149993896","0.19346845149993896","0.19346845149993896","0.22921136021614075","0.22921136021614075","0.22921136021614075","0.14879478514194489","0.14879478514194489","0.14879478514194489","0.7573052644729614","0.7573052644729614","0.7573052644729614"
"49","0.24295322597026825","0.24295322597026825","0.24295322597026825","0.2331990897655487","0.2331990897655487","0.2331990897655487","0.29200446605682373","0.29200446605682373","0.29200446605682373","1.2706154584884644","1.2706154584884644","1.2706154584884644"
"51","0.26856353878974915","0.26856353878974915","0.26856353878974915","0.25934794545173645","0.25934794545173645","0.25934794545173645","0.2307625710964203","0.2307625710964203","0.2307625710964203","1.327520489692688","1.327520489692688","1.327520489692688"
"53","0.2285967469215393","0.2285967469215393","0.2285967469215393","0.2825896441936493","0.2825896441936493","0.2825896441936493","0.24032923579216003","0.24032923579216003","0.24032923579216003","1.1509323120117188","1.1509323120117188","1.1509323120117188"
"55","0.21804319322109222","0.21804319322109222","0.21804319322109222","0.2256048321723938","0.2256048321723938","0.2256048321723938","0.24732089042663574","0.24732089042663574","0.24732089042663574","0.7920793294906616","0.7920793294906616","0.7920793294906616"
"57","0.369737446308136","0.369737446308136","0.369737446308136","0.2536451518535614","0.2536451518535614","0.2536451518535614","0.2780149281024933","0.2780149281024933","0.2780149281024933","1.0355018377304077","1.0355018377304077","1.0355018377304077"
"59","0.2381037026643753","0.2381037026643753","0.2381037026643753","0.29457491636276245","0.29457491636276245","0.29457491636276245","0.26147252321243286","0.26147252321243286","0.26147252321243286","1.6335351467132568","1.6335351467132568","1.6335351467132568"
"61","0.2985817492008209","0.2985817492008209","0.2985817492008209","0.24276523292064667","0.24276523292064667","0.24276523292064667","0.27184727787971497","0.27184727787971497","0.27184727787971497","1.1325472593307495","1.1325472593307495","1.1325472593307495"
"63","0.2144128978252411","0.2144128978252411","0.2144128978252411","0.22709259390830994","0.22709259390830994","0.22709259390830994","0.21722783148288727","0.21722783148288727","0.21722783148288727","0.9590560793876648","0.9590560793876648","0.9590560793876648"
"65","0.28091055154800415","0.28091055154800415","0.28091055154800415","0.19179731607437134","0.19179731607437134","0.19179731607437134","0.2664903998374939","0.2664903998374939","0.2664903998374939","0.8186376094818115","0.8186376094818115","0.8186376094818115"
"67","0.18964651226997375","0.18964651226997375","0.18964651226997375","0.19603018462657928","0.19603018462657928","0.19603018462657928","0.15390263497829437","0.15390263497829437","0.15390263497829437","0.6674128174781799","0.6674128174781799","0.6674128174781799"
"69","0.2655491232872009","0.2655491232872009","0.2655491232872009","0.16320045292377472","0.16320045292377472","0.16320045292377472","0.1503181904554367","0.1503181904554367","0.1503181904554367","0.3829689621925354","0.3829689621925354","0.3829689621925354"
"71","0.2991863787174225","0.2991863787174225","0.2991863787174225","0.25358831882476807","0.25358831882476807","0.25358831882476807","0.2233976572751999","0.2233976572751999","0.2233976572751999","0.3664731979370117","0.3664731979370117","0.3664731979370117"
"73","0.35881295800209045","0.35881295800209045","0.35881295800209045","0.20099438726902008","0.20099438726902008","0.20099438726902008","0.19899500906467438","0.19899500906467438","0.19899500906467438","0.8753659129142761","0.8753659129142761","0.8753659129142761"
"75","0.2484554797410965","0.2484554797410965","0.2484554797410965","0.12414340674877167","0.12414340674877167","0.12414340674877167","0.20256242156028748","0.20256242156028748","0.20256242156028748","0.6408467888832092","0.6408467888832092","0.6408467888832092"
"77","0.2605334222316742","0.2605334222316742","0.2605334222316742","0.2546336054801941","0.2546336054801941","0.2546336054801941","0.1788497418165207","0.1788497418165207","0.1788497418165207","0.8019808530807495","0.8019808530807495","0.8019808530807495"
"79","0.39269164204597473","0.39269164204597473","0.39269164204597473","0.18826815485954285","0.18826815485954285","0.18826815485954285","0.23018860816955566","0.23018860816955566","0.23018860816955566","0.7252386212348938","0.7252386212348938","0.7252386212348938"
"81","0.21601247787475586","0.21601247787475586","0.21601247787475586","0.26855239272117615","0.26855239272117615","0.26855239272117615","0.21840882301330566","0.21840882301330566","0.21840882301330566","0.43087324500083923","0.43087324500083923","0.43087324500083923"
"83","0.25622832775115967","0.25622832775115967","0.25622832775115967","0.264579713344574","0.264579713344574","0.264579713344574","0.1953967958688736","0.1953967958688736","0.1953967958688736","0.6951506733894348","0.6951506733894348","0.6951506733894348"
"85","0.22006478905677795","0.22006478905677795","0.22006478905677795","0.18919622898101807","0.18919622898101807","0.18919622898101807","0.23100753128528595","0.23100753128528595","0.23100753128528595","0.6894934773445129","0.6894934773445129","0.6894934773445129"
"87","0.3123558759689331","0.3123558759689331","0.3123558759689331","0.17675502598285675","0.17675502598285675","0.17675502598285675","0.3079167902469635","0.3079167902469635","0.3079167902469635","0.580049991607666","0.580049991607666","0.580049991607666"
"89","0.2832641899585724","0.2832641899585724","0.2832641899585724","0.21036241948604584","0.21036241948604584","0.21036241948604584","0.2239392101764679","0.2239392101764679","0.2239392101764679","0.4896599054336548","0.4896599054336548","0.4896599054336548"
"91","0.2718341648578644","0.2718341648578644","0.2718341648578644","0.21918287873268127","0.21918287873268127","0.21918287873268127","0.20858067274093628","0.20858067274093628","0.20858067274093628","0.8697255253791809","0.8697255253791809","0.8697255253791809"
"93","0.28654491901397705","0.28654491901397705","0.28654491901397705","0.23413562774658203","0.23413562774658203","0.23413562774658203","0.2105274498462677","0.2105274498462677","0.2105274498462677","0.4459986686706543","0.4459986686706543","0.4459986686706543"
"95","0.2560499310493469","0.2560499310493469","0.2560499310493469","0.2716721296310425","0.2716721296310425","0.2716721296310425","0.14549300074577332","0.14549300074577332","0.14549300074577332","0.5978989601135254","0.5978989601135254","0.5978989601135254"
"97","0.268742173910141","0.268742173910141","0.268742173910141","0.24805904924869537","0.24805904924869537","0.24805904924869537","0.25095969438552856","0.25095969438552856","0.25095969438552856","0.5586832761764526","0.5586832761764526","0.5586832761764526"
"99","0.24417562782764435","0.24417562782764435","0.24417562782764435","0.23248489201068878","0.23248489201068878","0.23248489201068878","0.1854134500026703","0.1854134500026703","0.1854134500026703","0.46823540329933167","0.46823540329933167","0.46823540329933167"
"101","0.2041015923023224","0.2041015923023224","0.2041015923023224","0.19887705147266388","0.19887705147266388","0.19887705147266388","0.23066946864128113","0.23066946864128113","0.23066946864128113","0.38176169991493225","0.38176169991493225","0.38176169991493225"
"103","0.1668092906475067","0.1668092906475067","0.1668092906475067","0.1996394395828247","0.1996394395828247","0.1996394395828247","0.20404237508773804","0.20404237508773804","0.20404237508773804","0.3700929880142212","0.3700929880142212","0.3700929880142212"
"105","0.20708639919757843","0.20708639919757843","0.20708639919757843","0.23993147909641266","0.23993147909641266","0.23993147909641266","0.20683062076568604","0.20683062076568604","0.20683062076568604","0.422983318567276","0.422983318567276","0.422983318567276"
"107","0.2562807500362396","0.2562807500362396","0.2562807500362396","0.1895206868648529","0.1895206868648529","0.1895206868648529","0.2768866717815399","0.2768866717815399","0.2768866717815399","0.411211222410202","0.411211222410202","0.411211222410202"
"109","0.15892072021961212","0.15892072021961212","0.15892072021961212","0.2420940101146698","0.2420940101146698","0.2420940101146698","0.24760271608829498","0.24760271608829498","0.24760271608829498","0.256334513425827","0.256334513425827","0.256334513425827"
"111","0.22764156758785248","0.22764156758785248","0.22764156758785248","0.19916480779647827","0.19916480779647827","0.19916480779647827","0.23066741228103638","0.23066741228103638","0.23066741228103638","0.3430565595626831","0.3430565595626831","0.3430565595626831"
"113","0.24601593613624573","0.24601593613624573","0.24601593613624573","0.2424820512533188","0.2424820512533188","0.2424820512533188","0.23667752742767334","0.23667752742767334","0.23667752742767334","0.44795218110084534","0.44795218110084534","0.44795218110084534"
"115","0.29457971453666687","0.29457971453666687","0.29457971453666687","0.15712736546993256","0.15712736546993256","0.15712736546993256","0.25338488817214966","0.25338488817214966","0.25338488817214966","0.3087705373764038","0.3087705373764038","0.3087705373764038"
"117","0.32257920503616333","0.32257920503616333","0.32257920503616333","0.21369947493076324","0.21369947493076324","0.21369947493076324","0.19783617556095123","0.19783617556095123","0.19783617556095123","0.385772168636322","0.385772168636322","0.385772168636322"
"119","0.32121264934539795","0.32121264934539795","0.32121264934539795","0.1678672581911087","0.1678672581911087","0.1678672581911087","0.24285316467285156","0.24285316467285156","0.24285316467285156","0.38954979181289673","0.38954979181289673","0.38954979181289673"
"121","0.2837184965610504","0.2837184965610504","0.2837184965610504","0.17852194607257843","0.17852194607257843","0.17852194607257843","0.188746377825737","0.188746377825737","0.188746377825737","0.3327876925468445","0.3327876925468445","0.3327876925468445"
"123","0.31266501545906067","0.31266501545906067","0.31266501545906067","0.1876896619796753","0.1876896619796753","0.1876896619796753","0.1950916051864624","0.1950916051864624","0.1950916051864624","0.6094861626625061","0.6094861626625061","0.6094861626625061"
"125","0.3388006091117859","0.3388006091117859","0.3388006091117859","0.2800350487232208","0.2800350487232208","0.2800350487232208","0.15886415541172028","0.15886415541172028","0.15886415541172028","0.5021646022796631","0.5021646022796631","0.5021646022796631"
"127","0.30118152499198914","0.30118152499198914","0.30118152499198914","0.22491975128650665","0.22491975128650665","0.22491975128650665","0.21424418687820435","0.21424418687820435","0.21424418687820435","0.5107616782188416","0.5107616782188416","0.5107616782188416"
"129","0.31903207302093506","0.31903207302093506","0.31903207302093506","0.15322817862033844","0.15322817862033844","0.15322817862033844","0.29183560609817505","0.29183560609817505","0.29183560609817505","0.28300830721855164","0.28300830721855164","0.28300830721855164"
"131","0.29473307728767395","0.29473307728767395","0.29473307728767395","0.17513908445835114","0.17513908445835114","0.17513908445835114","0.21682915091514587","0.21682915091514587","0.21682915091514587","0.38601168990135193","0.38601168990135193","0.38601168990135193"
"133","0.3746998906135559","0.3746998906135559","0.3746998906135559","0.20091712474822998","0.20091712474822998","0.20091712474822998","0.1773534119129181","0.1773534119129181","0.1773534119129181","0.34562715888023376","0.34562715888023376","0.34562715888023376"
"135","0.29474958777427673","0.29474958777427673","0.29474958777427673","0.1506243348121643","0.1506243348121643","0.1506243348121643","0.15566758811473846","0.15566758811473846","0.15566758811473846","0.1872052550315857","0.1872052550315857","0.1872052550315857"
"137","0.3001123368740082","0.3001123368740082","0.3001123368740082","0.21360589563846588","0.21360589563846588","0.21360589563846588","0.23025456070899963","0.23025456070899963","0.23025456070899963","0.35830241441726685","0.35830241441726685","0.35830241441726685"
"139","0.23962025344371796","0.23962025344371796","0.23962025344371796","0.2677669823169708","0.2677669823169708","0.2677669823169708","0.22227469086647034","0.22227469086647034","0.22227469086647034","0.22917057573795319","0.22917057573795319","0.22917057573795319"
"141","0.29074588418006897","0.29074588418006897","0.29074588418006897","0.15710857510566711","0.15710857510566711","0.15710857510566711","0.14578121900558472","0.14578121900558472","0.14578121900558472","0.32412195205688477","0.32412195205688477","0.32412195205688477"
"143","0.3104623556137085","0.3104623556137085","0.3104623556137085","0.21096645295619965","0.21096645295619965","0.21096645295619965","0.2507348954677582","0.2507348954677582","0.2507348954677582","0.26337844133377075","0.26337844133377075","0.26337844133377075"
"145","0.2692943513393402","0.2692943513393402","0.2692943513393402","0.16553179919719696","0.16553179919719696","0.16553179919719696","0.174440398812294","0.174440398812294","0.174440398812294","0.27528202533721924","0.27528202533721924","0.27528202533721924"
"147","0.24847202003002167","0.24847202003002167","0.24847202003002167","0.17401783168315887","0.17401783168315887","0.17401783168315887","0.18594415485858917","0.18594415485858917","0.18594415485858917","0.2896853983402252","0.2896853983402252","0.2896853983402252"
"149","0.2326812893152237","0.2326812893152237","0.2326812893152237","0.16766269505023956","0.16766269505023956","0.16766269505023956","0.227385476231575","0.227385476231575","0.227385476231575","0.27725866436958313","0.27725866436958313","0.27725866436958313"
