"Step","gaussian_double_dist_init-pendulum - loss","gaussian_double_dist_init-pendulum - loss__MIN","gaussian_double_dist_init-pendulum - loss__MAX","gaussian_dist_init-pendulum - loss","gaussian_dist_init-pendulum - loss__MIN","gaussian_dist_init-pendulum - loss__MAX","uniform_dist_init-pendulum - loss","uniform_dist_init-pendulum - loss__MIN","uniform_dist_init-pendulum - loss__MAX","no methods pendulum - loss","no methods pendulum - loss__MIN","no methods pendulum - loss__MAX"
"49","0.7770788073539734","0.7770788073539734","0.7770788073539734","0.7427648305892944","0.7427648305892944","0.7427648305892944","0.7405669093132019","0.7405669093132019","0.7405669093132019","12.632011413574219","12.632011413574219","12.632011413574219"
"51","0.8177506327629089","0.8177506327629089","0.8177506327629089","0.7443895936012268","0.7443895936012268","0.7443895936012268","0.7139642238616943","0.7139642238616943","0.7139642238616943","11.679354667663574","11.679354667663574","11.679354667663574"
"53","0.7664714455604553","0.7664714455604553","0.7664714455604553","0.7049291133880615","0.7049291133880615","0.7049291133880615","0.7304742932319641","0.7304742932319641","0.7304742932319641","7.850725173950195","7.850725173950195","7.850725173950195"
"55","0.7687581777572632","0.7687581777572632","0.7687581777572632","0.7246837019920349","0.7246837019920349","0.7246837019920349","0.7461164593696594","0.7461164593696594","0.7461164593696594","7.7989301681518555","7.7989301681518555","7.7989301681518555"
"57","0.7633699774742126","0.7633699774742126","0.7633699774742126","0.7094384431838989","0.7094384431838989","0.7094384431838989","0.7498365640640259","0.7498365640640259","0.7498365640640259","5.332247734069824","5.332247734069824","5.332247734069824"
"59","0.7559908032417297","0.7559908032417297","0.7559908032417297","0.7437071800231934","0.7437071800231934","0.7437071800231934","0.731348991394043","0.731348991394043","0.731348991394043","2.6824164390563965","2.6824164390563965","2.6824164390563965"
"61","0.6940456628799438","0.6940456628799438","0.6940456628799438","0.7243145108222961","0.7243145108222961","0.7243145108222961","0.7384311556816101","0.7384311556816101","0.7384311556816101","4.032175064086914","4.032175064086914","4.032175064086914"
"63","0.7844758033752441","0.7844758033752441","0.7844758033752441","0.7277258634567261","0.7277258634567261","0.7277258634567261","0.7272792458534241","0.7272792458534241","0.7272792458534241","3.803572177886963","3.803572177886963","3.803572177886963"
"65","0.7955799102783203","0.7955799102783203","0.7955799102783203","0.726248025894165","0.726248025894165","0.726248025894165","0.7296848297119141","0.7296848297119141","0.7296848297119141","5.8807477951049805","5.8807477951049805","5.8807477951049805"
"67","0.7785830497741699","0.7785830497741699","0.7785830497741699","0.7202292680740356","0.7202292680740356","0.7202292680740356","0.7362799644470215","0.7362799644470215","0.7362799644470215","2.4476394653320312","2.4476394653320312","2.4476394653320312"
"69","0.7850914597511292","0.7850914597511292","0.7850914597511292","0.7302212715148926","0.7302212715148926","0.7302212715148926","0.7253119349479675","0.7253119349479675","0.7253119349479675","3.909467935562134","3.909467935562134","3.909467935562134"
"71","0.7793616056442261","0.7793616056442261","0.7793616056442261","0.7175211906433105","0.7175211906433105","0.7175211906433105","0.7299994826316833","0.7299994826316833","0.7299994826316833","3.3641421794891357","3.3641421794891357","3.3641421794891357"
"73","0.731657087802887","0.731657087802887","0.731657087802887","0.7389835715293884","0.7389835715293884","0.7389835715293884","0.7348759770393372","0.7348759770393372","0.7348759770393372","2.5373222827911377","2.5373222827911377","2.5373222827911377"
"75","0.743922770023346","0.743922770023346","0.743922770023346","0.707374632358551","0.707374632358551","0.707374632358551","0.7326206564903259","0.7326206564903259","0.7326206564903259","3.912407636642456","3.912407636642456","3.912407636642456"
"77","0.7110856771469116","0.7110856771469116","0.7110856771469116","0.7193547487258911","0.7193547487258911","0.7193547487258911","0.7277157306671143","0.7277157306671143","0.7277157306671143","2.775007724761963","2.775007724761963","2.775007724761963"
"79","0.7453550696372986","0.7453550696372986","0.7453550696372986","0.7072967290878296","0.7072967290878296","0.7072967290878296","0.7033354640007019","0.7033354640007019","0.7033354640007019","2.3834893703460693","2.3834893703460693","2.3834893703460693"
"81","0.7668743133544922","0.7668743133544922","0.7668743133544922","0.7076513171195984","0.7076513171195984","0.7076513171195984","0.7391728162765503","0.7391728162765503","0.7391728162765503","2.0241217613220215","2.0241217613220215","2.0241217613220215"
"83","0.7582932114601135","0.7582932114601135","0.7582932114601135","0.7175306677818298","0.7175306677818298","0.7175306677818298","0.7235543131828308","0.7235543131828308","0.7235543131828308","2.989781141281128","2.989781141281128","2.989781141281128"
"85","0.7455193400382996","0.7455193400382996","0.7455193400382996","0.7265850901603699","0.7265850901603699","0.7265850901603699","0.7314797043800354","0.7314797043800354","0.7314797043800354","2.08845853805542","2.08845853805542","2.08845853805542"
"87","0.7546423077583313","0.7546423077583313","0.7546423077583313","0.7008740305900574","0.7008740305900574","0.7008740305900574","0.7384750843048096","0.7384750843048096","0.7384750843048096","2.536019802093506","2.536019802093506","2.536019802093506"
"89","0.7469305992126465","0.7469305992126465","0.7469305992126465","0.7131922245025635","0.7131922245025635","0.7131922245025635","0.7081615328788757","0.7081615328788757","0.7081615328788757","2.567420721054077","2.567420721054077","2.567420721054077"
"91","0.7447145581245422","0.7447145581245422","0.7447145581245422","0.7241359353065491","0.7241359353065491","0.7241359353065491","0.7233098149299622","0.7233098149299622","0.7233098149299622","1.8863370418548584","1.8863370418548584","1.8863370418548584"
"93","0.7168111205101013","0.7168111205101013","0.7168111205101013","0.7083646655082703","0.7083646655082703","0.7083646655082703","0.7251147627830505","0.7251147627830505","0.7251147627830505","2.840625047683716","2.840625047683716","2.840625047683716"
"95","0.6864261627197266","0.6864261627197266","0.6864261627197266","0.6861813068389893","0.6861813068389893","0.6861813068389893","0.7233152985572815","0.7233152985572815","0.7233152985572815","2.6199581623077393","2.6199581623077393","2.6199581623077393"
"97","0.7340490221977234","0.7340490221977234","0.7340490221977234","0.7091737389564514","0.7091737389564514","0.7091737389564514","0.7344542145729065","0.7344542145729065","0.7344542145729065","2.418982982635498","2.418982982635498","2.418982982635498"
"99","0.7358201742172241","0.7358201742172241","0.7358201742172241","0.7191243171691895","0.7191243171691895","0.7191243171691895","0.720576286315918","0.720576286315918","0.720576286315918","1.840889573097229","1.840889573097229","1.840889573097229"
"101","0.7447916269302368","0.7447916269302368","0.7447916269302368","0.7141135334968567","0.7141135334968567","0.7141135334968567","0.6994026303291321","0.6994026303291321","0.6994026303291321","1.748302698135376","1.748302698135376","1.748302698135376"
"103","0.7200219631195068","0.7200219631195068","0.7200219631195068","0.7148391604423523","0.7148391604423523","0.7148391604423523","0.7069756388664246","0.7069756388664246","0.7069756388664246","1.561036229133606","1.561036229133606","1.561036229133606"
"105","0.7511034607887268","0.7511034607887268","0.7511034607887268","0.700187087059021","0.700187087059021","0.700187087059021","0.702541172504425","0.702541172504425","0.702541172504425","2.1181352138519287","2.1181352138519287","2.1181352138519287"
"107","0.7619178295135498","0.7619178295135498","0.7619178295135498","0.7041968107223511","0.7041968107223511","0.7041968107223511","0.6993860006332397","0.6993860006332397","0.6993860006332397","1.348463535308838","1.348463535308838","1.348463535308838"
"109","0.7516422867774963","0.7516422867774963","0.7516422867774963","0.7041102647781372","0.7041102647781372","0.7041102647781372","0.7010886669158936","0.7010886669158936","0.7010886669158936","1.4733370542526245","1.4733370542526245","1.4733370542526245"
"111","0.7008548974990845","0.7008548974990845","0.7008548974990845","0.6940259337425232","0.6940259337425232","0.6940259337425232","0.7144792079925537","0.7144792079925537","0.7144792079925537","1.3083815574645996","1.3083815574645996","1.3083815574645996"
"113","0.7287258505821228","0.7287258505821228","0.7287258505821228","0.704879879951477","0.704879879951477","0.704879879951477","0.7016359567642212","0.7016359567642212","0.7016359567642212","1.7862368822097778","1.7862368822097778","1.7862368822097778"
"115","0.7449275255203247","0.7449275255203247","0.7449275255203247","0.6759677529335022","0.6759677529335022","0.6759677529335022","0.719856858253479","0.719856858253479","0.719856858253479","1.935347318649292","1.935347318649292","1.935347318649292"
"117","0.667358934879303","0.667358934879303","0.667358934879303","0.6911365985870361","0.6911365985870361","0.6911365985870361","0.698024332523346","0.698024332523346","0.698024332523346","1.50998854637146","1.50998854637146","1.50998854637146"
"119","0.7392139434814453","0.7392139434814453","0.7392139434814453","0.6824302673339844","0.6824302673339844","0.6824302673339844","0.7057061791419983","0.7057061791419983","0.7057061791419983","1.236862301826477","1.236862301826477","1.236862301826477"
"121","0.713823676109314","0.713823676109314","0.713823676109314","0.6885847449302673","0.6885847449302673","0.6885847449302673","0.6976513862609863","0.6976513862609863","0.6976513862609863","1.458692193031311","1.458692193031311","1.458692193031311"
"123","0.6714440584182739","0.6714440584182739","0.6714440584182739","0.6827201843261719","0.6827201843261719","0.6827201843261719","0.6786406636238098","0.6786406636238098","0.6786406636238098","1.4008803367614746","1.4008803367614746","1.4008803367614746"
"125","0.7188150882720947","0.7188150882720947","0.7188150882720947","0.6825159788131714","0.6825159788131714","0.6825159788131714","0.6988723278045654","0.6988723278045654","0.6988723278045654","1.3458380699157715","1.3458380699157715","1.3458380699157715"
"127","0.676628053188324","0.676628053188324","0.676628053188324","0.6907861232757568","0.6907861232757568","0.6907861232757568","0.7124600410461426","0.7124600410461426","0.7124600410461426","1.2576251029968262","1.2576251029968262","1.2576251029968262"
"129","0.6946160197257996","0.6946160197257996","0.6946160197257996","0.6850209832191467","0.6850209832191467","0.6850209832191467","0.7024779915809631","0.7024779915809631","0.7024779915809631","1.5160398483276367","1.5160398483276367","1.5160398483276367"
"131","0.725922167301178","0.725922167301178","0.725922167301178","0.6803364157676697","0.6803364157676697","0.6803364157676697","0.7096173763275146","0.7096173763275146","0.7096173763275146","1.261500597000122","1.261500597000122","1.261500597000122"
"133","0.7254579067230225","0.7254579067230225","0.7254579067230225","0.6827049255371094","0.6827049255371094","0.6827049255371094","0.7049455046653748","0.7049455046653748","0.7049455046653748","1.169069766998291","1.169069766998291","1.169069766998291"
"135","0.7298937439918518","0.7298937439918518","0.7298937439918518","0.7002809047698975","0.7002809047698975","0.7002809047698975","0.6951242089271545","0.6951242089271545","0.6951242089271545","0.9207456707954407","0.9207456707954407","0.9207456707954407"
"137","0.7532644271850586","0.7532644271850586","0.7532644271850586","0.6529451012611389","0.6529451012611389","0.6529451012611389","0.7011271119117737","0.7011271119117737","0.7011271119117737","1.187967300415039","1.187967300415039","1.187967300415039"
"139","0.7285522818565369","0.7285522818565369","0.7285522818565369","0.6644722819328308","0.6644722819328308","0.6644722819328308","0.6907292604446411","0.6907292604446411","0.6907292604446411","1.12111496925354","1.12111496925354","1.12111496925354"
"141","0.7410558462142944","0.7410558462142944","0.7410558462142944","0.6726186275482178","0.6726186275482178","0.6726186275482178","0.6884353160858154","0.6884353160858154","0.6884353160858154","1.090504765510559","1.090504765510559","1.090504765510559"
"143","0.6994129419326782","0.6994129419326782","0.6994129419326782","0.6942071914672852","0.6942071914672852","0.6942071914672852","0.6962924599647522","0.6962924599647522","0.6962924599647522","1.1912397146224976","1.1912397146224976","1.1912397146224976"
"145","0.6836737990379333","0.6836737990379333","0.6836737990379333","0.6814420223236084","0.6814420223236084","0.6814420223236084","0.6792514324188232","0.6792514324188232","0.6792514324188232","1.2101640701293945","1.2101640701293945","1.2101640701293945"
"147","0.7177363634109497","0.7177363634109497","0.7177363634109497","0.6842323541641235","0.6842323541641235","0.6842323541641235","0.692764937877655","0.692764937877655","0.692764937877655","1.197259783744812","1.197259783744812","1.197259783744812"
"149","0.6790165305137634","0.6790165305137634","0.6790165305137634","0.6812679171562195","0.6812679171562195","0.6812679171562195","0.6937320828437805","0.6937320828437805","0.6937320828437805","0.9498633146286011","0.9498633146286011","0.9498633146286011"
