"Step","inverse_eigen_penalty_diss0-pendulum - loss","inverse_eigen_penalty_diss0-pendulum - loss__MIN","inverse_eigen_penalty_diss0-pendulum - loss__MAX","average_eigen_penalty_diss0-pendulum - loss","average_eigen_penalty_diss0-pendulum - loss__MIN","average_eigen_penalty_diss0-pendulum - loss__MAX","maximal_eigen_penalty_diss0-pendulum - loss","maximal_eigen_penalty_diss0-pendulum - loss__MIN","maximal_eigen_penalty_diss0-pendulum - loss__MAX","no methods pendulum - loss","no methods pendulum - loss__MIN","no methods pendulum - loss__MAX"
"23","10.849830627441406","10.849830627441406","10.849830627441406","132.80126953125","132.80126953125","132.80126953125","88.59017181396484","88.59017181396484","88.59017181396484","64.81581115722656","64.81581115722656","64.81581115722656"
"25","8.089164733886719","8.089164733886719","8.089164733886719","177.4080047607422","177.4080047607422","177.4080047607422","72.14774322509766","72.14774322509766","72.14774322509766","58.598262786865234","58.598262786865234","58.598262786865234"
"27","8.797630310058594","8.797630310058594","8.797630310058594","120.58936309814453","120.58936309814453","120.58936309814453","70.31494903564453","70.31494903564453","70.31494903564453","62.147911071777344","62.147911071777344","62.147911071777344"
"29","9.334903717041016","9.334903717041016","9.334903717041016","98.95484161376953","98.95484161376953","98.95484161376953","42.589656829833984","42.589656829833984","42.589656829833984","38.554840087890625","38.554840087890625","38.554840087890625"
"31","5.795496940612793","5.795496940612793","5.795496940612793","106.205322265625","106.205322265625","106.205322265625","64.8426742553711","64.8426742553711","64.8426742553711","45.226619720458984","45.226619720458984","45.226619720458984"
"33","7.822606086730957","7.822606086730957","7.822606086730957","107.0649642944336","107.0649642944336","107.0649642944336","50.580352783203125","50.580352783203125","50.580352783203125","33.33011245727539","33.33011245727539","33.33011245727539"
"35","6.333746910095215","6.333746910095215","6.333746910095215","82.29195404052734","82.29195404052734","82.29195404052734","32.826087951660156","32.826087951660156","32.826087951660156","28.02398109436035","28.02398109436035","28.02398109436035"
"37","5.256605625152588","5.256605625152588","5.256605625152588","89.45701599121094","89.45701599121094","89.45701599121094","36.305458068847656","36.305458068847656","36.305458068847656","26.410297393798828","26.410297393798828","26.410297393798828"
"39","4.975728511810303","4.975728511810303","4.975728511810303","60.506813049316406","60.506813049316406","60.506813049316406","28.733495712280273","28.733495712280273","28.733495712280273","23.01881217956543","23.01881217956543","23.01881217956543"
"41","4.331741809844971","4.331741809844971","4.331741809844971","47.93891143798828","47.93891143798828","47.93891143798828","35.077301025390625","35.077301025390625","35.077301025390625","22.184528350830078","22.184528350830078","22.184528350830078"
"43","4.558899879455566","4.558899879455566","4.558899879455566","49.30732727050781","49.30732727050781","49.30732727050781","31.397010803222656","31.397010803222656","31.397010803222656","23.443710327148438","23.443710327148438","23.443710327148438"
"45","3.6103436946868896","3.6103436946868896","3.6103436946868896","41.31227111816406","41.31227111816406","41.31227111816406","32.09803009033203","32.09803009033203","32.09803009033203","11.286870002746582","11.286870002746582","11.286870002746582"
"47","3.5120503902435303","3.5120503902435303","3.5120503902435303","39.84592056274414","39.84592056274414","39.84592056274414","29.153484344482422","29.153484344482422","29.153484344482422","14.492264747619629","14.492264747619629","14.492264747619629"
"49","3.001251459121704","3.001251459121704","3.001251459121704","30.617149353027344","30.617149353027344","30.617149353027344","22.470565795898438","22.470565795898438","22.470565795898438","12.632011413574219","12.632011413574219","12.632011413574219"
"51","2.6846659183502197","2.6846659183502197","2.6846659183502197","24.432918548583984","24.432918548583984","24.432918548583984","24.764724731445312","24.764724731445312","24.764724731445312","11.679354667663574","11.679354667663574","11.679354667663574"
"53","2.6155731678009033","2.6155731678009033","2.6155731678009033","32.59408950805664","32.59408950805664","32.59408950805664","20.917503356933594","20.917503356933594","20.917503356933594","7.850725173950195","7.850725173950195","7.850725173950195"
"55","1.663646936416626","1.663646936416626","1.663646936416626","24.16742515563965","24.16742515563965","24.16742515563965","17.142221450805664","17.142221450805664","17.142221450805664","7.7989301681518555","7.7989301681518555","7.7989301681518555"
"57","2.928928852081299","2.928928852081299","2.928928852081299","19.882091522216797","19.882091522216797","19.882091522216797","15.92822551727295","15.92822551727295","15.92822551727295","5.332247734069824","5.332247734069824","5.332247734069824"
"59","2.2482638359069824","2.2482638359069824","2.2482638359069824","14.055213928222656","14.055213928222656","14.055213928222656","16.15086555480957","16.15086555480957","16.15086555480957","2.6824164390563965","2.6824164390563965","2.6824164390563965"
"61","2.2340447902679443","2.2340447902679443","2.2340447902679443","14.612552642822266","14.612552642822266","14.612552642822266","15.842013359069824","15.842013359069824","15.842013359069824","4.032175064086914","4.032175064086914","4.032175064086914"
"63","2.476857900619507","2.476857900619507","2.476857900619507","13.954249382019043","13.954249382019043","13.954249382019043","12.594970703125","12.594970703125","12.594970703125","3.803572177886963","3.803572177886963","3.803572177886963"
"65","1.6005862951278687","1.6005862951278687","1.6005862951278687","10.67368221282959","10.67368221282959","10.67368221282959","12.218727111816406","12.218727111816406","12.218727111816406","5.8807477951049805","5.8807477951049805","5.8807477951049805"
"67","1.5201995372772217","1.5201995372772217","1.5201995372772217","8.908080101013184","8.908080101013184","8.908080101013184","11.402669906616211","11.402669906616211","11.402669906616211","2.4476394653320312","2.4476394653320312","2.4476394653320312"
"69","1.7128082513809204","1.7128082513809204","1.7128082513809204","9.163533210754395","9.163533210754395","9.163533210754395","10.906628608703613","10.906628608703613","10.906628608703613","3.909467935562134","3.909467935562134","3.909467935562134"
"71","1.4834803342819214","1.4834803342819214","1.4834803342819214","8.013529777526855","8.013529777526855","8.013529777526855","10.350361824035645","10.350361824035645","10.350361824035645","3.3641421794891357","3.3641421794891357","3.3641421794891357"
"73","1.4236791133880615","1.4236791133880615","1.4236791133880615","7.35973596572876","7.35973596572876","7.35973596572876","9.611044883728027","9.611044883728027","9.611044883728027","2.5373222827911377","2.5373222827911377","2.5373222827911377"
"75","1.3263208866119385","1.3263208866119385","1.3263208866119385","6.818587303161621","6.818587303161621","6.818587303161621","8.379443168640137","8.379443168640137","8.379443168640137","3.912407636642456","3.912407636642456","3.912407636642456"
"77","1.224971890449524","1.224971890449524","1.224971890449524","6.50614070892334","6.50614070892334","6.50614070892334","7.401976108551025","7.401976108551025","7.401976108551025","2.775007724761963","2.775007724761963","2.775007724761963"
"79","1.1264967918395996","1.1264967918395996","1.1264967918395996","5.9926276206970215","5.9926276206970215","5.9926276206970215","8.400888442993164","8.400888442993164","8.400888442993164","2.3834893703460693","2.3834893703460693","2.3834893703460693"
"81","1.1141574382781982","1.1141574382781982","1.1141574382781982","5.68593168258667","5.68593168258667","5.68593168258667","7.503297805786133","7.503297805786133","7.503297805786133","2.0241217613220215","2.0241217613220215","2.0241217613220215"
"83","1.0551612377166748","1.0551612377166748","1.0551612377166748","5.687227725982666","5.687227725982666","5.687227725982666","7.042953968048096","7.042953968048096","7.042953968048096","2.989781141281128","2.989781141281128","2.989781141281128"
"85","0.9912609457969666","0.9912609457969666","0.9912609457969666","5.6507110595703125","5.6507110595703125","5.6507110595703125","6.463260173797607","6.463260173797607","6.463260173797607","2.08845853805542","2.08845853805542","2.08845853805542"
"87","1.0331580638885498","1.0331580638885498","1.0331580638885498","5.283797740936279","5.283797740936279","5.283797740936279","6.2863311767578125","6.2863311767578125","6.2863311767578125","2.536019802093506","2.536019802093506","2.536019802093506"
"89","0.9041363596916199","0.9041363596916199","0.9041363596916199","5.556728363037109","5.556728363037109","5.556728363037109","6.113448143005371","6.113448143005371","6.113448143005371","2.567420721054077","2.567420721054077","2.567420721054077"
"91","0.9671566486358643","0.9671566486358643","0.9671566486358643","5.606636047363281","5.606636047363281","5.606636047363281","6.099766254425049","6.099766254425049","6.099766254425049","1.8863370418548584","1.8863370418548584","1.8863370418548584"
"93","0.9262720942497253","0.9262720942497253","0.9262720942497253","5.379197120666504","5.379197120666504","5.379197120666504","6.034015655517578","6.034015655517578","6.034015655517578","2.840625047683716","2.840625047683716","2.840625047683716"
"95","0.9190166592597961","0.9190166592597961","0.9190166592597961","5.236745357513428","5.236745357513428","5.236745357513428","5.687463760375977","5.687463760375977","5.687463760375977","2.6199581623077393","2.6199581623077393","2.6199581623077393"
"97","0.9018181562423706","0.9018181562423706","0.9018181562423706","5.566841125488281","5.566841125488281","5.566841125488281","6.019893169403076","6.019893169403076","6.019893169403076","2.418982982635498","2.418982982635498","2.418982982635498"
"99","0.9809076189994812","0.9809076189994812","0.9809076189994812","5.311319351196289","5.311319351196289","5.311319351196289","5.549870491027832","5.549870491027832","5.549870491027832","1.840889573097229","1.840889573097229","1.840889573097229"
"101","0.9319047331809998","0.9319047331809998","0.9319047331809998","5.398693561553955","5.398693561553955","5.398693561553955","5.701761245727539","5.701761245727539","5.701761245727539","1.748302698135376","1.748302698135376","1.748302698135376"
"103","0.8614352345466614","0.8614352345466614","0.8614352345466614","5.06728458404541","5.06728458404541","5.06728458404541","5.483126163482666","5.483126163482666","5.483126163482666","1.561036229133606","1.561036229133606","1.561036229133606"
"105","0.8716681003570557","0.8716681003570557","0.8716681003570557","5.2164835929870605","5.2164835929870605","5.2164835929870605","5.768763542175293","5.768763542175293","5.768763542175293","2.1181352138519287","2.1181352138519287","2.1181352138519287"
"107","0.9015547037124634","0.9015547037124634","0.9015547037124634","5.283400535583496","5.283400535583496","5.283400535583496","5.849055290222168","5.849055290222168","5.849055290222168","1.348463535308838","1.348463535308838","1.348463535308838"
"109","0.8014613389968872","0.8014613389968872","0.8014613389968872","5.23653507232666","5.23653507232666","5.23653507232666","5.623782157897949","5.623782157897949","5.623782157897949","1.4733370542526245","1.4733370542526245","1.4733370542526245"
"111","0.8303422331809998","0.8303422331809998","0.8303422331809998","5.0151214599609375","5.0151214599609375","5.0151214599609375","5.293990135192871","5.293990135192871","5.293990135192871","1.3083815574645996","1.3083815574645996","1.3083815574645996"
"113","0.7694665789604187","0.7694665789604187","0.7694665789604187","5.239451885223389","5.239451885223389","5.239451885223389","5.189775466918945","5.189775466918945","5.189775466918945","1.7862368822097778","1.7862368822097778","1.7862368822097778"
"115","0.8877913951873779","0.8877913951873779","0.8877913951873779","5.267887115478516","5.267887115478516","5.267887115478516","5.724708557128906","5.724708557128906","5.724708557128906","1.935347318649292","1.935347318649292","1.935347318649292"
"117","0.8064477443695068","0.8064477443695068","0.8064477443695068","5.120675086975098","5.120675086975098","5.120675086975098","5.408255100250244","5.408255100250244","5.408255100250244","1.50998854637146","1.50998854637146","1.50998854637146"
"119","0.814751148223877","0.814751148223877","0.814751148223877","5.293713569641113","5.293713569641113","5.293713569641113","5.280059814453125","5.280059814453125","5.280059814453125","1.236862301826477","1.236862301826477","1.236862301826477"
"121","0.8143082857131958","0.8143082857131958","0.8143082857131958","5.269349098205566","5.269349098205566","5.269349098205566","5.488958835601807","5.488958835601807","5.488958835601807","1.458692193031311","1.458692193031311","1.458692193031311"
"123","0.8391430377960205","0.8391430377960205","0.8391430377960205","5.171248912811279","5.171248912811279","5.171248912811279","5.199720859527588","5.199720859527588","5.199720859527588","1.4008803367614746","1.4008803367614746","1.4008803367614746"
"125","0.7818549275398254","0.7818549275398254","0.7818549275398254","5.237473011016846","5.237473011016846","5.237473011016846","5.350268363952637","5.350268363952637","5.350268363952637","1.3458380699157715","1.3458380699157715","1.3458380699157715"
"127","0.6898483037948608","0.6898483037948608","0.6898483037948608","4.9732890129089355","4.9732890129089355","4.9732890129089355","5.204076766967773","5.204076766967773","5.204076766967773","1.2576251029968262","1.2576251029968262","1.2576251029968262"
"129","0.7632046937942505","0.7632046937942505","0.7632046937942505","5.196446895599365","5.196446895599365","5.196446895599365","5.1935715675354","5.1935715675354","5.1935715675354","1.5160398483276367","1.5160398483276367","1.5160398483276367"
"131","0.7884665131568909","0.7884665131568909","0.7884665131568909","5.09906005859375","5.09906005859375","5.09906005859375","5.0861897468566895","5.0861897468566895","5.0861897468566895","1.261500597000122","1.261500597000122","1.261500597000122"
"133","0.7751660943031311","0.7751660943031311","0.7751660943031311","5.046340465545654","5.046340465545654","5.046340465545654","5.578924179077148","5.578924179077148","5.578924179077148","1.169069766998291","1.169069766998291","1.169069766998291"
"135","0.7914880514144897","0.7914880514144897","0.7914880514144897","5.068052291870117","5.068052291870117","5.068052291870117","5.118099689483643","5.118099689483643","5.118099689483643","0.9207456707954407","0.9207456707954407","0.9207456707954407"
"137","0.7944067716598511","0.7944067716598511","0.7944067716598511","5.044149398803711","5.044149398803711","5.044149398803711","5.046158313751221","5.046158313751221","5.046158313751221","1.187967300415039","1.187967300415039","1.187967300415039"
"139","0.7616702914237976","0.7616702914237976","0.7616702914237976","5.008904933929443","5.008904933929443","5.008904933929443","5.137517929077148","5.137517929077148","5.137517929077148","1.12111496925354","1.12111496925354","1.12111496925354"
"141","0.7548786401748657","0.7548786401748657","0.7548786401748657","5.093962669372559","5.093962669372559","5.093962669372559","5.273902893066406","5.273902893066406","5.273902893066406","1.090504765510559","1.090504765510559","1.090504765510559"
"143","0.7272660136222839","0.7272660136222839","0.7272660136222839","5.158992767333984","5.158992767333984","5.158992767333984","5.165067672729492","5.165067672729492","5.165067672729492","1.1912397146224976","1.1912397146224976","1.1912397146224976"
"145","0.7380002737045288","0.7380002737045288","0.7380002737045288","4.995703220367432","4.995703220367432","4.995703220367432","5.075502395629883","5.075502395629883","5.075502395629883","1.2101640701293945","1.2101640701293945","1.2101640701293945"
"147","0.7657966017723083","0.7657966017723083","0.7657966017723083","4.9688825607299805","4.9688825607299805","4.9688825607299805","5.150318622589111","5.150318622589111","5.150318622589111","1.197259783744812","1.197259783744812","1.197259783744812"
"149","0.8067057728767395","0.8067057728767395","0.8067057728767395","4.965872287750244","4.965872287750244","4.965872287750244","5.165729522705078","5.165729522705078","5.165729522705078","0.9498633146286011","0.9498633146286011","0.9498633146286011"
