"Step","init_and_loss_eigen_with_4_to_4_uniform_distribution - eigenvalue loss","init_and_loss_eigen_with_4_to_4_uniform_distribution - eigenvalue loss__MIN","init_and_loss_eigen_with_4_to_4_uniform_distribution - eigenvalue loss__MAX","eigen_initialisation_and_maximal_eigen_loss-2 - eigenvalue loss","eigen_initialisation_and_maximal_eigen_loss-2 - eigenvalue loss__MIN","eigen_initialisation_and_maximal_eigen_loss-2 - eigenvalue loss__MAX","experiment_dynamicKAE_e - eigenvalue loss","experiment_dynamicKAE_e - eigenvalue loss__MIN","experiment_dynamicKAE_e - eigenvalue loss__MAX","Maximal eigen-loss without eigen-initialisation - eigenvalue loss","Maximal eigen-loss without eigen-initialisation - eigenvalue loss__MIN","Maximal eigen-loss without eigen-initialisation - eigenvalue loss__MAX"
"16","0.8260333129502806","0.8260333129502806","0.8260333129502806","0.8513487003898471","0.8513487003898471","0.8513487003898471","0.7762354160147266","0.7762354160147266","0.7762354160147266","2.7390205838576027","2.7390205838576027","2.7390205838576027"
"17","0.829235969744518","0.829235969744518","0.829235969744518","0.8488742645748861","0.8488742645748861","0.8488742645748861","0.777042610137037","0.777042610137037","0.777042610137037","2.7179294988281133","2.7179294988281133","2.7179294988281133"
"18","0.8337188910863753","0.8337188910863753","0.8337188910863753","0.8504698023690533","0.8504698023690533","0.8504698023690533","0.7800393923737384","0.7800393923737384","0.7800393923737384","2.7048881161902694","2.7048881161902694","2.7048881161902694"
"19","0.8065049608434001","0.8065049608434001","0.8065049608434001","0.8512050639101728","0.8512050639101728","0.8512050639101728","0.7809737260046478","0.7809737260046478","0.7809737260046478","2.688018929452587","2.688018929452587","2.688018929452587"
"20","0.8298125396737416","0.8298125396737416","0.8298125396737416","0.8383378758300042","0.8383378758300042","0.8383378758300042","0.7767733252218249","0.7767733252218249","0.7767733252218249","2.6652449461823693","2.6652449461823693","2.6652449461823693"
"21","0.8304342747186928","0.8304342747186928","0.8304342747186928","0.8540934718945876","0.8540934718945876","0.8540934718945876","0.777683623499474","0.777683623499474","0.777683623499474","2.649877421020743","2.649877421020743","2.649877421020743"
"22","0.8131663246163101","0.8131663246163101","0.8131663246163101","0.867628236069827","0.867628236069827","0.867628236069827","0.7807561193780466","0.7807561193780466","0.7807561193780466","2.62711691008376","2.62711691008376","2.62711691008376"
"23","0.8384566078076132","0.8384566078076132","0.8384566078076132","0.8453349007275793","0.8453349007275793","0.8453349007275793","0.7794471889332704","0.7794471889332704","0.7794471889332704","2.611258339094852","2.611258339094852","2.611258339094852"
"24","0.8425646523116616","0.8425646523116616","0.8425646523116616","0.8355304229288357","0.8355304229288357","0.8355304229288357","0.7755364983786309","0.7755364983786309","0.7755364983786309","2.5919239418105344","2.5919239418105344","2.5919239418105344"
"25","0.8464151759261451","0.8464151759261451","0.8464151759261451","0.837169882411624","0.837169882411624","0.837169882411624","0.7769667758327298","0.7769667758327298","0.7769667758327298","2.5742938074629684","2.5742938074629684","2.5742938074629684"
"26","0.7972614202352123","0.7972614202352123","0.7972614202352123","0.8404119333139924","0.8404119333139924","0.8404119333139924","0.7810618727938364","0.7810618727938364","0.7810618727938364","2.5608373612154742","2.5608373612154742","2.5608373612154742"
"27","0.8072255430055186","0.8072255430055186","0.8072255430055186","0.8502808014488588","0.8502808014488588","0.8502808014488588","0.7774530863266188","0.7774530863266188","0.7774530863266188","2.5485699627874805","2.5485699627874805","2.5485699627874805"
"28","0.8112989948954887","0.8112989948954887","0.8112989948954887","0.8396013889478722","0.8396013889478722","0.8396013889478722","0.7786668811830033","0.7786668811830033","0.7786668811830033","2.5307942325652206","2.5307942325652206","2.5307942325652206"
"29","0.7917948730419035","0.7917948730419035","0.7917948730419035","0.8435939547246263","0.8435939547246263","0.8435939547246263","0.7799624075622332","0.7799624075622332","0.7799624075622332","2.510132969889081","2.510132969889081","2.510132969889081"
"30","0.7829165621060779","0.7829165621060779","0.7829165621060779","0.8166815381368945","0.8166815381368945","0.8166815381368945","0.7775958514802266","0.7775958514802266","0.7775958514802266","2.494253198833225","2.494253198833225","2.494253198833225"
"31","0.7967688300270764","0.7967688300270764","0.7967688300270764","0.8220967771058391","0.8220967771058391","0.8220967771058391","0.7763775487089412","0.7763775487089412","0.7763775487089412","2.476225475718503","2.476225475718503","2.476225475718503"
"32","0.7916079930554959","0.7916079930554959","0.7916079930554959","0.8198349499080038","0.8198349499080038","0.8198349499080038","0.7764652729689007","0.7764652729689007","0.7764652729689007","2.463302078187287","2.463302078187287","2.463302078187287"
"33","0.8011588878584281","0.8011588878584281","0.8011588878584281","0.8170406558143914","0.8170406558143914","0.8170406558143914","0.7790992476314775","0.7790992476314775","0.7790992476314775","2.4580445756444806","2.4580445756444806","2.4580445756444806"
"34","0.789312288368684","0.789312288368684","0.789312288368684","0.7904802456866612","0.7904802456866612","0.7904802456866612","0.7767600246815586","0.7767600246815586","0.7767600246815586","2.44918162866086","2.44918162866086","2.44918162866086"
"35","0.7804196813221426","0.7804196813221426","0.7804196813221426","0.797952733468931","0.797952733468931","0.797952733468931","0.7761519632611931","0.7761519632611931","0.7761519632611931","2.4337048044023843","2.4337048044023843","2.4337048044023843"
"36","0.7797205706823366","0.7797205706823366","0.7797205706823366","0.7912013120436778","0.7912013120436778","0.7912013120436778","0.7780514938390497","0.7780514938390497","0.7780514938390497","2.417307341769733","2.417307341769733","2.417307341769733"
"37","0.7787726527648036","0.7787726527648036","0.7787726527648036","0.7837405390528486","0.7837405390528486","0.7837405390528486","0.7754205996505404","0.7754205996505404","0.7754205996505404","2.4012022126143857","2.4012022126143857","2.4012022126143857"
"38","0.7801356470746198","0.7801356470746198","0.7801356470746198","0.7907787967209035","0.7907787967209035","0.7907787967209035","0.7736757544529042","0.7736757544529042","0.7736757544529042","2.390365244470212","2.390365244470212","2.390365244470212"
"39","0.7794559930770523","0.7794559930770523","0.7794559930770523","0.7746073087039622","0.7746073087039622","0.7746073087039622","0.7768936110619117","0.7768936110619117","0.7768936110619117","2.378983954451264","2.378983954451264","2.378983954451264"
"40","0.776092922878357","0.776092922878357","0.776092922878357","0.7750905528408673","0.7750905528408673","0.7750905528408673","0.7771678064747278","0.7771678064747278","0.7771678064747278","2.3665010863438645","2.3665010863438645","2.3665010863438645"
"41","0.7823412606775869","0.7823412606775869","0.7823412606775869","0.7768877705224106","0.7768877705224106","0.7768877705224106","0.7774733746828087","0.7774733746828087","0.7774733746828087","2.3502104264019916","2.3502104264019916","2.3502104264019916"
"42","0.7814547628196423","0.7814547628196423","0.7814547628196423","0.7794791286593759","0.7794791286593759","0.7794791286593759","0.7782421175917524","0.7782421175917524","0.7782421175917524","2.3389592992652677","2.3389592992652677","2.3389592992652677"
"43","0.781440006463907","0.781440006463907","0.781440006463907","0.7756699503306355","0.7756699503306355","0.7756699503306355","0.7789220462052252","0.7789220462052252","0.7789220462052252","2.328608457741725","2.328608457741725","2.328608457741725"
"44","0.7794824163244718","0.7794824163244718","0.7794824163244718","0.773593202242884","0.773593202242884","0.773593202242884","0.7802897912297336","0.7802897912297336","0.7802897912297336","2.311867305507649","2.311867305507649","2.311867305507649"
"45","0.7769288049513773","0.7769288049513773","0.7769288049513773","0.7774422912526411","0.7774422912526411","0.7774422912526411","0.779193884135311","0.779193884135311","0.779193884135311","2.298680311543577","2.298680311543577","2.298680311543577"
"46","0.7792325679645035","0.7792325679645035","0.7792325679645035","0.7751164656960148","0.7751164656960148","0.7751164656960148","0.7807454365383952","0.7807454365383952","0.7807454365383952","2.28522447268185","2.28522447268185","2.28522447268185"
"47","0.7810344105009688","0.7810344105009688","0.7810344105009688","0.7754153454265323","0.7754153454265323","0.7754153454265323","0.7771896993322874","0.7771896993322874","0.7771896993322874","2.2740590251456902","2.2740590251456902","2.2740590251456902"
"48","0.7818831548525549","0.7818831548525549","0.7818831548525549","0.7735853131811046","0.7735853131811046","0.7735853131811046","0.7771646061108007","0.7771646061108007","0.7771646061108007","2.262909810991478","2.262909810991478","2.262909810991478"
"49","0.7827902761542811","0.7827902761542811","0.7827902761542811","0.7721476678735724","0.7721476678735724","0.7721476678735724","0.7785887983292825","0.7785887983292825","0.7785887983292825","2.2494656397237773","2.2494656397237773","2.2494656397237773"
"50","0.7794951501446","0.7794951501446","0.7794951501446","","","","0.7777186920910432","0.7777186920910432","0.7777186920910432","2.2423152815254683","2.2423152815254683","2.2423152815254683"
"51","0.7792325254727841","0.7792325254727841","0.7792325254727841","","","","0.7762388004626146","0.7762388004626146","0.7762388004626146","2.228451315107374","2.228451315107374","2.228451315107374"
"52","0.7762797258177958","0.7762797258177958","0.7762797258177958","","","","0.777896432213969","0.777896432213969","0.777896432213969","2.2140058183961377","2.2140058183961377","2.2140058183961377"
"53","0.7769724799773233","0.7769724799773233","0.7769724799773233","","","","0.7782334297558834","0.7782334297558834","0.7782334297558834","2.2018431190027603","2.2018431190027603","2.2018431190027603"
"54","0.7804655518004115","0.7804655518004115","0.7804655518004115","","","","0.7781309789195092","0.7781309789195092","0.7781309789195092","2.1953276216468627","2.1953276216468627","2.1953276216468627"
"55","0.7798119633472442","0.7798119633472442","0.7798119633472442","","","","0.7774412934346958","0.7774412934346958","0.7774412934346958","2.182939095270162","2.182939095270162","2.182939095270162"
"56","0.779852654400978","0.779852654400978","0.779852654400978","","","","0.7792794526955314","0.7792794526955314","0.7792794526955314","2.1665951626520408","2.1665951626520408","2.1665951626520408"
"57","0.7788840642268616","0.7788840642268616","0.7788840642268616","","","","0.7786664311921836","0.7786664311921836","0.7786664311921836","2.1571743939285866","2.1571743939285866","2.1571743939285866"
"58","0.7793097475355752","0.7793097475355752","0.7793097475355752","","","","0.776204537457857","0.776204537457857","0.776204537457857","2.138095096418876","2.138095096418876","2.138095096418876"
"59","0.7787780500559727","0.7787780500559727","0.7787780500559727","","","","0.7751596959284756","0.7751596959284756","0.7751596959284756","2.1281995700328","2.1281995700328","2.1281995700328"
"60","0.7817313969762125","0.7817313969762125","0.7817313969762125","","","","0.7762751697924358","0.7762751697924358","0.7762751697924358","2.1177137888554354","2.1177137888554354","2.1177137888554354"
"61","0.7790536897658414","0.7790536897658414","0.7790536897658414","","","","0.7758664823286532","0.7758664823286532","0.7758664823286532","2.108368052782595","2.108368052782595","2.108368052782595"
"62","0.7800768659263889","0.7800768659263889","0.7800768659263889","","","","0.7763969223342999","0.7763969223342999","0.7763969223342999","2.1029304328280753","2.1029304328280753","2.1029304328280753"
"63","0.778075360489649","0.778075360489649","0.778075360489649","","","","0.7784926645015401","0.7784926645015401","0.7784926645015401","2.0966454819159535","2.0966454819159535","2.0966454819159535"
"64","0.7788876566383547","0.7788876566383547","0.7788876566383547","","","","0.7790962156190403","0.7790962156190403","0.7790962156190403","2.084887041857562","2.084887041857562","2.084887041857562"
"65","0.7797218520359365","0.7797218520359365","0.7797218520359365","","","","0.7788696417647359","0.7788696417647359","0.7788696417647359","2.074181116771194","2.074181116771194","2.074181116771194"
"66","0.7783083502424047","0.7783083502424047","0.7783083502424047","","","","0.7777185454419356","0.7777185454419356","0.7777185454419356","2.067994199663661","2.067994199663661","2.067994199663661"
"67","0.7789364793429565","0.7789364793429565","0.7789364793429565","","","","","","","2.0561217211014418","2.0561217211014418","2.0561217211014418"
"68","0.7797456249940504","0.7797456249940504","0.7797456249940504","","","","","","","2.0418540471086053","2.0418540471086053","2.0418540471086053"
"69","0.7795160017794498","0.7795160017794498","0.7795160017794498","","","","","","","2.0270375045567888","2.0270375045567888","2.0270375045567888"
"70","0.780436358654764","0.780436358654764","0.780436358654764","","","","","","","2.0200872774402443","2.0200872774402443","2.0200872774402443"
"71","0.7799160358221444","0.7799160358221444","0.7799160358221444","","","","","","","2.0087730802307697","2.0087730802307697","2.0087730802307697"
"72","0.7797061452001383","0.7797061452001383","0.7797061452001383","","","","","","","1.9944221084211484","1.9944221084211484","1.9944221084211484"
"73","0.7789279354170593","0.7789279354170593","0.7789279354170593","","","","","","","1.9850898154640955","1.9850898154640955","1.9850898154640955"
"74","0.7810455754987248","0.7810455754987248","0.7810455754987248","","","","","","","1.9740778974631554","1.9740778974631554","1.9740778974631554"
"75","0.7796139569919163","0.7796139569919163","0.7796139569919163","","","","","","","1.9636837686067092","1.9636837686067092","1.9636837686067092"
"76","0.7792639295222887","0.7792639295222887","0.7792639295222887","","","","","","","1.9564319480488166","1.9564319480488166","1.9564319480488166"
"77","0.77950462404216","0.77950462404216","0.77950462404216","","","","","","","1.940173098040161","1.940173098040161","1.940173098040161"
"78","0.779810175745193","0.779810175745193","0.779810175745193","","","","","","","1.9309434597392667","1.9309434597392667","1.9309434597392667"
"79","0.780031115829619","0.780031115829619","0.780031115829619","","","","","","","1.921787799732472","1.921787799732472","1.921787799732472"
"80","0.7792931640359076","0.7792931640359076","0.7792931640359076","","","","","","","1.9165228959047311","1.9165228959047311","1.9165228959047311"
"81","0.7788263582244819","0.7788263582244819","0.7788263582244819","","","","","","","1.901897026690996","1.901897026690996","1.901897026690996"
"82","0.7816936944599173","0.7816936944599173","0.7816936944599173","","","","","","","1.8948786805021622","1.8948786805021622","1.8948786805021622"
"83","0.7784891367055542","0.7784891367055542","0.7784891367055542","","","","","","","1.8863588570319363","1.8863588570319363","1.8863588570319363"
"84","0.7792306715696038","0.7792306715696038","0.7792306715696038","","","","","","","1.8793575918119407","1.8793575918119407","1.8793575918119407"
"85","0.777497191537327","0.777497191537327","0.777497191537327","","","","","","","1.872543129742087","1.872543129742087","1.872543129742087"
"86","0.7790869521432839","0.7790869521432839","0.7790869521432839","","","","","","","1.8616893705560462","1.8616893705560462","1.8616893705560462"
"87","0.7803696832474195","0.7803696832474195","0.7803696832474195","","","","","","","1.8574777669192082","1.8574777669192082","1.8574777669192082"
"88","0.7781052261984445","0.7781052261984445","0.7781052261984445","","","","","","","1.8600518399866137","1.8600518399866137","1.8600518399866137"
"89","0.7808702035341348","0.7808702035341348","0.7808702035341348","","","","","","","1.8495926430335625","1.8495926430335625","1.8495926430335625"
"90","0.77910065091173","0.77910065091173","0.77910065091173","","","","","","","1.8460832610624955","1.8460832610624955","1.8460832610624955"
"91","0.7792165604558944","0.7792165604558944","0.7792165604558944","","","","","","","1.84734092268432","1.84734092268432","1.84734092268432"
"92","0.7811954529935757","0.7811954529935757","0.7811954529935757","","","","","","","1.8435222361134729","1.8435222361134729","1.8435222361134729"
"93","0.7793377750034275","0.7793377750034275","0.7793377750034275","","","","","","","1.8296937691740527","1.8296937691740527","1.8296937691740527"
"94","0.7822198115476693","0.7822198115476693","0.7822198115476693","","","","","","","1.8159642134054332","1.8159642134054332","1.8159642134054332"
"95","0.778667042721771","0.778667042721771","0.778667042721771","","","","","","","1.8082212183511188","1.8082212183511188","1.8082212183511188"
"96","0.7813218242799824","0.7813218242799824","0.7813218242799824","","","","","","","1.7969056560688224","1.7969056560688224","1.7969056560688224"
"97","0.7788360839118168","0.7788360839118168","0.7788360839118168","","","","","","","1.791372239130008","1.791372239130008","1.791372239130008"
"98","0.7792666343836041","0.7792666343836041","0.7792666343836041","","","","","","","1.7883122113754077","1.7883122113754077","1.7883122113754077"
"99","0.7801457681105304","0.7801457681105304","0.7801457681105304","","","","","","","1.7767800073445936","1.7767800073445936","1.7767800073445936"
