"Step","gauss_dist_init_diss5-pendulum - loss","gauss_dist_init_diss5-pendulum - loss__MIN","gauss_dist_init_diss5-pendulum - loss__MAX","double_gauss_dist_init_diss5-pendulum - loss","double_gauss_dist_init_diss5-pendulum - loss__MIN","double_gauss_dist_init_diss5-pendulum - loss__MAX","unfirom_dist_init_diss5-pendulum - loss","unfirom_dist_init_diss5-pendulum - loss__MIN","unfirom_dist_init_diss5-pendulum - loss__MAX","no_methods_diss5-pendulum - loss","no_methods_diss5-pendulum - loss__MIN","no_methods_diss5-pendulum - loss__MAX"
"47","0.051945868879556656","0.051945868879556656","0.051945868879556656","0.04658157005906105","0.04658157005906105","0.04658157005906105","0.10007006675004959","0.10007006675004959","0.10007006675004959","1.2301225662231445","1.2301225662231445","1.2301225662231445"
"49","0.023517392575740814","0.023517392575740814","0.023517392575740814","0.06211154907941818","0.06211154907941818","0.06211154907941818","0.02037864178419113","0.02037864178419113","0.02037864178419113","3.3672237396240234","3.3672237396240234","3.3672237396240234"
"51","0.05236794054508209","0.05236794054508209","0.05236794054508209","0.05107657238841057","0.05107657238841057","0.05107657238841057","0.021909959614276886","0.021909959614276886","0.021909959614276886","0.7905039191246033","0.7905039191246033","0.7905039191246033"
"53","0.060268890112638474","0.060268890112638474","0.060268890112638474","0.03382935747504234","0.03382935747504234","0.03382935747504234","0.039996061474084854","0.039996061474084854","0.039996061474084854","0.4012508988380432","0.4012508988380432","0.4012508988380432"
"55","0.08442234247922897","0.08442234247922897","0.08442234247922897","0.012328967452049255","0.012328967452049255","0.012328967452049255","0.006611036602407694","0.006611036602407694","0.006611036602407694","4.443660736083984","4.443660736083984","4.443660736083984"
"57","0.07147720456123352","0.07147720456123352","0.07147720456123352","0.08311749994754791","0.08311749994754791","0.08311749994754791","0.03835977986454964","0.03835977986454964","0.03835977986454964","0.32565048336982727","0.32565048336982727","0.32565048336982727"
"59","0.0014131583739072084","0.0014131583739072084","0.0014131583739072084","0.11133567243814468","0.11133567243814468","0.11133567243814468","0.07009155303239822","0.07009155303239822","0.07009155303239822","1.6728134155273438","1.6728134155273438","1.6728134155273438"
"61","0.026857173070311546","0.026857173070311546","0.026857173070311546","0.0032106940634548664","0.0032106940634548664","0.0032106940634548664","0.035719841718673706","0.035719841718673706","0.035719841718673706","1.0394116640090942","1.0394116640090942","1.0394116640090942"
"63","0.035116612911224365","0.035116612911224365","0.035116612911224365","0.06824733316898346","0.06824733316898346","0.06824733316898346","0.05775070562958717","0.05775070562958717","0.05775070562958717","1.463333010673523","1.463333010673523","1.463333010673523"
"65","0.018824009224772453","0.018824009224772453","0.018824009224772453","0.0010021562920883298","0.0010021562920883298","0.0010021562920883298","0.09104685485363007","0.09104685485363007","0.09104685485363007","2.4357571601867676","2.4357571601867676","2.4357571601867676"
"67","0.04325257986783981","0.04325257986783981","0.04325257986783981","0.0919690653681755","0.0919690653681755","0.0919690653681755","0.007995117455720901","0.007995117455720901","0.007995117455720901","1.2987394332885742","1.2987394332885742","1.2987394332885742"
"69","0.013824772089719772","0.013824772089719772","0.013824772089719772","0.03513679653406143","0.03513679653406143","0.03513679653406143","0.09595063328742981","0.09595063328742981","0.09595063328742981","4.333784103393555","4.333784103393555","4.333784103393555"
"71","0.08509913831949234","0.08509913831949234","0.08509913831949234","0.026777788996696472","0.026777788996696472","0.026777788996696472","0.009566480293869972","0.009566480293869972","0.009566480293869972","2.7419373989105225","2.7419373989105225","2.7419373989105225"
"73","0.044740669429302216","0.044740669429302216","0.044740669429302216","0.006675166543573141","0.006675166543573141","0.006675166543573141","0.04109726846218109","0.04109726846218109","0.04109726846218109","6.1066083908081055","6.1066083908081055","6.1066083908081055"
"75","0.04927050322294235","0.04927050322294235","0.04927050322294235","0.037435781210660934","0.037435781210660934","0.037435781210660934","0.031129930168390274","0.031129930168390274","0.031129930168390274","2.2279820442199707","2.2279820442199707","2.2279820442199707"
"77","0.03653203323483467","0.03653203323483467","0.03653203323483467","0.050490960478782654","0.050490960478782654","0.050490960478782654","0.03218260779976845","0.03218260779976845","0.03218260779976845","2.3037471771240234","2.3037471771240234","2.3037471771240234"
"79","0.040375255048274994","0.040375255048274994","0.040375255048274994","0.0688074454665184","0.0688074454665184","0.0688074454665184","0.013019481673836708","0.013019481673836708","0.013019481673836708","1.3860377073287964","1.3860377073287964","1.3860377073287964"
"81","0.05854395031929016","0.05854395031929016","0.05854395031929016","0.044175777584314346","0.044175777584314346","0.044175777584314346","0.050307512283325195","0.050307512283325195","0.050307512283325195","0.7467089891433716","0.7467089891433716","0.7467089891433716"
"83","0.046764351427555084","0.046764351427555084","0.046764351427555084","0.06481659412384033","0.06481659412384033","0.06481659412384033","0.007486147806048393","0.007486147806048393","0.007486147806048393","2.2610254287719727","2.2610254287719727","2.2610254287719727"
"85","0.0013480036286637187","0.0013480036286637187","0.0013480036286637187","0.04152309149503708","0.04152309149503708","0.04152309149503708","0.04520300775766373","0.04520300775766373","0.04520300775766373","0.31481921672821045","0.31481921672821045","0.31481921672821045"
"87","0.014315723441541195","0.014315723441541195","0.014315723441541195","0.02961246483027935","0.02961246483027935","0.02961246483027935","0.03309185802936554","0.03309185802936554","0.03309185802936554","2.396354913711548","2.396354913711548","2.396354913711548"
"89","0.021986596286296844","0.021986596286296844","0.021986596286296844","0.08030045032501221","0.08030045032501221","0.08030045032501221","0.08949413895606995","0.08949413895606995","0.08949413895606995","1.3173937797546387","1.3173937797546387","1.3173937797546387"
"91","0.06327886879444122","0.06327886879444122","0.06327886879444122","0.004452483728528023","0.004452483728528023","0.004452483728528023","0.10538744181394577","0.10538744181394577","0.10538744181394577","1.1559158563613892","1.1559158563613892","1.1559158563613892"
"93","0.024238230660557747","0.024238230660557747","0.024238230660557747","0.0638265311717987","0.0638265311717987","0.0638265311717987","0.034288160502910614","0.034288160502910614","0.034288160502910614","1.0926951169967651","1.0926951169967651","1.0926951169967651"
"95","0.006881710607558489","0.006881710607558489","0.006881710607558489","0.017740163952112198","0.017740163952112198","0.017740163952112198","0.015385408885776997","0.015385408885776997","0.015385408885776997","1.0199332237243652","1.0199332237243652","1.0199332237243652"
"97","0.042370736598968506","0.042370736598968506","0.042370736598968506","0.033753182739019394","0.033753182739019394","0.033753182739019394","0.09976980835199356","0.09976980835199356","0.09976980835199356","0.9887523651123047","0.9887523651123047","0.9887523651123047"
"99","0.0008580348221585155","0.0008580348221585155","0.0008580348221585155","0.04259362444281578","0.04259362444281578","0.04259362444281578","0.03908054903149605","0.03908054903149605","0.03908054903149605","1.1339690685272217","1.1339690685272217","1.1339690685272217"
"101","0.010357033461332321","0.010357033461332321","0.010357033461332321","0.021707812324166298","0.021707812324166298","0.021707812324166298","0.14125463366508484","0.14125463366508484","0.14125463366508484","1.0435516834259033","1.0435516834259033","1.0435516834259033"
"103","0.011752027086913586","0.011752027086913586","0.011752027086913586","0.008303956128656864","0.008303956128656864","0.008303956128656864","0.022740565240383148","0.022740565240383148","0.022740565240383148","0.20927399396896362","0.20927399396896362","0.20927399396896362"
"105","0.04802250489592552","0.04802250489592552","0.04802250489592552","0.04514433071017265","0.04514433071017265","0.04514433071017265","0.02240769751369953","0.02240769751369953","0.02240769751369953","0.2725191116333008","0.2725191116333008","0.2725191116333008"
"107","0.03594869375228882","0.03594869375228882","0.03594869375228882","0.0779099315404892","0.0779099315404892","0.0779099315404892","0.04859992116689682","0.04859992116689682","0.04859992116689682","1.2576375007629395","1.2576375007629395","1.2576375007629395"
"109","0.005909965839236975","0.005909965839236975","0.005909965839236975","0.06979760527610779","0.06979760527610779","0.06979760527610779","0.12144961953163147","0.12144961953163147","0.12144961953163147","0.18444831669330597","0.18444831669330597","0.18444831669330597"
"111","0.028495943173766136","0.028495943173766136","0.028495943173766136","0.025942904874682426","0.025942904874682426","0.025942904874682426","0.07751002907752991","0.07751002907752991","0.07751002907752991","0.4209936261177063","0.4209936261177063","0.4209936261177063"
"113","0.0314059741795063","0.0314059741795063","0.0314059741795063","0.031088020652532578","0.031088020652532578","0.031088020652532578","0.05406910926103592","0.05406910926103592","0.05406910926103592","1.4433343410491943","1.4433343410491943","1.4433343410491943"
"115","0.023431284353137016","0.023431284353137016","0.023431284353137016","0.04615914076566696","0.04615914076566696","0.04615914076566696","0.04770468547940254","0.04770468547940254","0.04770468547940254","0.6468371152877808","0.6468371152877808","0.6468371152877808"
"117","0.04656856879591942","0.04656856879591942","0.04656856879591942","0.02375565841794014","0.02375565841794014","0.02375565841794014","0.051001038402318954","0.051001038402318954","0.051001038402318954","0.4529116451740265","0.4529116451740265","0.4529116451740265"
"119","0.031306687742471695","0.031306687742471695","0.031306687742471695","0.017405565828084946","0.017405565828084946","0.017405565828084946","0.0009643764933571219","0.0009643764933571219","0.0009643764933571219","0.6281866431236267","0.6281866431236267","0.6281866431236267"
"121","0.024329299107193947","0.024329299107193947","0.024329299107193947","0.012404310517013073","0.012404310517013073","0.012404310517013073","0.04035867750644684","0.04035867750644684","0.04035867750644684","0.659070611000061","0.659070611000061","0.659070611000061"
"123","0.06304479390382767","0.06304479390382767","0.06304479390382767","0.01841897703707218","0.01841897703707218","0.01841897703707218","0.05294141173362732","0.05294141173362732","0.05294141173362732","0.17402537167072296","0.17402537167072296","0.17402537167072296"
"125","0.07632333785295486","0.07632333785295486","0.07632333785295486","0.027210988104343414","0.027210988104343414","0.027210988104343414","0.021303649991750717","0.021303649991750717","0.021303649991750717","0.2206229418516159","0.2206229418516159","0.2206229418516159"
"127","0.0226338692009449","0.0226338692009449","0.0226338692009449","0.0374031625688076","0.0374031625688076","0.0374031625688076","0.014772793278098106","0.014772793278098106","0.014772793278098106","0.12490329146385193","0.12490329146385193","0.12490329146385193"
"129","0.05570139363408089","0.05570139363408089","0.05570139363408089","0.05365060642361641","0.05365060642361641","0.05365060642361641","0.01815042458474636","0.01815042458474636","0.01815042458474636","0.5206494927406311","0.5206494927406311","0.5206494927406311"
"131","0.062468063086271286","0.062468063086271286","0.062468063086271286","0.08371046930551529","0.08371046930551529","0.08371046930551529","0.05711798742413521","0.05711798742413521","0.05711798742413521","0.505184531211853","0.505184531211853","0.505184531211853"
"133","0.018354037776589394","0.018354037776589394","0.018354037776589394","0.03504318371415138","0.03504318371415138","0.03504318371415138","0.017780929803848267","0.017780929803848267","0.017780929803848267","0.02122918702661991","0.02122918702661991","0.02122918702661991"
"135","0.026805436238646507","0.026805436238646507","0.026805436238646507","0.04376961290836334","0.04376961290836334","0.04376961290836334","0.02981584332883358","0.02981584332883358","0.02981584332883358","0.3215485215187073","0.3215485215187073","0.3215485215187073"
"137","0.051596980541944504","0.051596980541944504","0.051596980541944504","0.03816553205251694","0.03816553205251694","0.03816553205251694","0.007781223393976688","0.007781223393976688","0.007781223393976688","0.013878661207854748","0.013878661207854748","0.013878661207854748"
"139","0.028669675812125206","0.028669675812125206","0.028669675812125206","0.0020418313797563314","0.0020418313797563314","0.0020418313797563314","0.03423382714390755","0.03423382714390755","0.03423382714390755","0.31594404578208923","0.31594404578208923","0.31594404578208923"
"141","0.1001015454530716","0.1001015454530716","0.1001015454530716","0.03535279259085655","0.03535279259085655","0.03535279259085655","0.017450278624892235","0.017450278624892235","0.017450278624892235","0.14596383273601532","0.14596383273601532","0.14596383273601532"
"143","0.10078079253435135","0.10078079253435135","0.10078079253435135","0.15408273041248322","0.15408273041248322","0.15408273041248322","0.012154079973697662","0.012154079973697662","0.012154079973697662","0.2734289765357971","0.2734289765357971","0.2734289765357971"
"145","0.07916054129600525","0.07916054129600525","0.07916054129600525","0.051291558891534805","0.051291558891534805","0.051291558891534805","0.047402068972587585","0.047402068972587585","0.047402068972587585","0.6229350566864014","0.6229350566864014","0.6229350566864014"
"147","0.0020818777848035097","0.0020818777848035097","0.0020818777848035097","0.03992890566587448","0.03992890566587448","0.03992890566587448","0.05100102722644806","0.05100102722644806","0.05100102722644806","0.28100910782814026","0.28100910782814026","0.28100910782814026"
"149","0.05483400821685791","0.05483400821685791","0.05483400821685791","0.007056137081235647","0.007056137081235647","0.007056137081235647","0.08064409345388412","0.08064409345388412","0.08064409345388412","0.25263914465904236","0.25263914465904236","0.25263914465904236"
