"Step","max_eigen_penalty_diss9-pendulum - loss","max_eigen_penalty_diss9-pendulum - loss__MIN","max_eigen_penalty_diss9-pendulum - loss__MAX","average_eigen_penalty_diss9-pendulum - loss","average_eigen_penalty_diss9-pendulum - loss__MIN","average_eigen_penalty_diss9-pendulum - loss__MAX","inverse_eigen_penalty_diss9-pendulum - loss","inverse_eigen_penalty_diss9-pendulum - loss__MIN","inverse_eigen_penalty_diss9-pendulum - loss__MAX","no_method_diss9-pendulum - loss","no_method_diss9-pendulum - loss__MIN","no_method_diss9-pendulum - loss__MAX"
"81","4.748904705047607","4.748904705047607","4.748904705047607","11.047024726867676","11.047024726867676","11.047024726867676","1.8773078918457031","1.8773078918457031","1.8773078918457031","0.43087324500083923","0.43087324500083923","0.43087324500083923"
"83","4.378961086273193","4.378961086273193","4.378961086273193","8.414514541625977","8.414514541625977","8.414514541625977","1.405805230140686","1.405805230140686","1.405805230140686","0.6951506733894348","0.6951506733894348","0.6951506733894348"
"85","4.4618449211120605","4.4618449211120605","4.4618449211120605","9.254812240600586","9.254812240600586","9.254812240600586","0.6479914784431458","0.6479914784431458","0.6479914784431458","0.6894934773445129","0.6894934773445129","0.6894934773445129"
"87","4.396829128265381","4.396829128265381","4.396829128265381","14.489757537841797","14.489757537841797","14.489757537841797","0.994717538356781","0.994717538356781","0.994717538356781","0.580049991607666","0.580049991607666","0.580049991607666"
"89","4.295540809631348","4.295540809631348","4.295540809631348","9.281487464904785","9.281487464904785","9.281487464904785","0.9068787693977356","0.9068787693977356","0.9068787693977356","0.4896599054336548","0.4896599054336548","0.4896599054336548"
"91","4.889726638793945","4.889726638793945","4.889726638793945","8.53392219543457","8.53392219543457","8.53392219543457","1.1778712272644043","1.1778712272644043","1.1778712272644043","0.8697255253791809","0.8697255253791809","0.8697255253791809"
"93","4.537967681884766","4.537967681884766","4.537967681884766","7.993836879730225","7.993836879730225","7.993836879730225","1.0978364944458008","1.0978364944458008","1.0978364944458008","0.4459986686706543","0.4459986686706543","0.4459986686706543"
"95","4.536691188812256","4.536691188812256","4.536691188812256","9.126007080078125","9.126007080078125","9.126007080078125","0.5807458162307739","0.5807458162307739","0.5807458162307739","0.5978989601135254","0.5978989601135254","0.5978989601135254"
"97","4.5138678550720215","4.5138678550720215","4.5138678550720215","6.796640396118164","6.796640396118164","6.796640396118164","0.7019330859184265","0.7019330859184265","0.7019330859184265","0.5586832761764526","0.5586832761764526","0.5586832761764526"
"99","4.350286960601807","4.350286960601807","4.350286960601807","7.677308559417725","7.677308559417725","7.677308559417725","0.8420861959457397","0.8420861959457397","0.8420861959457397","0.46823540329933167","0.46823540329933167","0.46823540329933167"
"101","4.630220890045166","4.630220890045166","4.630220890045166","6.142728805541992","6.142728805541992","6.142728805541992","0.6462555527687073","0.6462555527687073","0.6462555527687073","0.38176169991493225","0.38176169991493225","0.38176169991493225"
"103","4.32849645614624","4.32849645614624","4.32849645614624","6.773838996887207","6.773838996887207","6.773838996887207","0.5908511281013489","0.5908511281013489","0.5908511281013489","0.3700929880142212","0.3700929880142212","0.3700929880142212"
"105","4.469216346740723","4.469216346740723","4.469216346740723","5.681829929351807","5.681829929351807","5.681829929351807","0.3818444311618805","0.3818444311618805","0.3818444311618805","0.422983318567276","0.422983318567276","0.422983318567276"
"107","4.862520694732666","4.862520694732666","4.862520694732666","5.665087699890137","5.665087699890137","5.665087699890137","0.4023476541042328","0.4023476541042328","0.4023476541042328","0.411211222410202","0.411211222410202","0.411211222410202"
"109","4.447100639343262","4.447100639343262","4.447100639343262","5.112475872039795","5.112475872039795","5.112475872039795","0.5022103190422058","0.5022103190422058","0.5022103190422058","0.256334513425827","0.256334513425827","0.256334513425827"
"111","4.513319969177246","4.513319969177246","4.513319969177246","5.583181381225586","5.583181381225586","5.583181381225586","0.2837989628314972","0.2837989628314972","0.2837989628314972","0.3430565595626831","0.3430565595626831","0.3430565595626831"
"113","4.360538005828857","4.360538005828857","4.360538005828857","4.910362720489502","4.910362720489502","4.910362720489502","0.42041468620300293","0.42041468620300293","0.42041468620300293","0.44795218110084534","0.44795218110084534","0.44795218110084534"
"115","4.335549831390381","4.335549831390381","4.335549831390381","4.763730049133301","4.763730049133301","4.763730049133301","0.30273500084877014","0.30273500084877014","0.30273500084877014","0.3087705373764038","0.3087705373764038","0.3087705373764038"
"117","4.293893814086914","4.293893814086914","4.293893814086914","4.517804145812988","4.517804145812988","4.517804145812988","0.4334377348423004","0.4334377348423004","0.4334377348423004","0.385772168636322","0.385772168636322","0.385772168636322"
"119","4.457670211791992","4.457670211791992","4.457670211791992","4.5331711769104","4.5331711769104","4.5331711769104","0.40564605593681335","0.40564605593681335","0.40564605593681335","0.38954979181289673","0.38954979181289673","0.38954979181289673"
"121","4.604687213897705","4.604687213897705","4.604687213897705","4.5485944747924805","4.5485944747924805","4.5485944747924805","0.3033338487148285","0.3033338487148285","0.3033338487148285","0.3327876925468445","0.3327876925468445","0.3327876925468445"
"123","4.368142604827881","4.368142604827881","4.368142604827881","4.539458751678467","4.539458751678467","4.539458751678467","0.29989516735076904","0.29989516735076904","0.29989516735076904","0.6094861626625061","0.6094861626625061","0.6094861626625061"
"125","4.258124828338623","4.258124828338623","4.258124828338623","4.594103813171387","4.594103813171387","4.594103813171387","0.40075236558914185","0.40075236558914185","0.40075236558914185","0.5021646022796631","0.5021646022796631","0.5021646022796631"
"127","4.398648738861084","4.398648738861084","4.398648738861084","4.429827690124512","4.429827690124512","4.429827690124512","0.30217790603637695","0.30217790603637695","0.30217790603637695","0.5107616782188416","0.5107616782188416","0.5107616782188416"
"129","4.359491348266602","4.359491348266602","4.359491348266602","4.417271614074707","4.417271614074707","4.417271614074707","0.31848761439323425","0.31848761439323425","0.31848761439323425","0.28300830721855164","0.28300830721855164","0.28300830721855164"
"131","4.501945972442627","4.501945972442627","4.501945972442627","4.445494651794434","4.445494651794434","4.445494651794434","0.3935280442237854","0.3935280442237854","0.3935280442237854","0.38601168990135193","0.38601168990135193","0.38601168990135193"
"133","4.381039619445801","4.381039619445801","4.381039619445801","4.381840229034424","4.381840229034424","4.381840229034424","0.4023847281932831","0.4023847281932831","0.4023847281932831","0.34562715888023376","0.34562715888023376","0.34562715888023376"
"135","4.4495086669921875","4.4495086669921875","4.4495086669921875","4.375886917114258","4.375886917114258","4.375886917114258","0.3325115740299225","0.3325115740299225","0.3325115740299225","0.1872052550315857","0.1872052550315857","0.1872052550315857"
"137","4.318465232849121","4.318465232849121","4.318465232849121","4.394155025482178","4.394155025482178","4.394155025482178","0.2966175079345703","0.2966175079345703","0.2966175079345703","0.35830241441726685","0.35830241441726685","0.35830241441726685"
"139","4.285795211791992","4.285795211791992","4.285795211791992","4.370948791503906","4.370948791503906","4.370948791503906","0.4335083067417145","0.4335083067417145","0.4335083067417145","0.22917057573795319","0.22917057573795319","0.22917057573795319"
"141","4.233625888824463","4.233625888824463","4.233625888824463","4.361917495727539","4.361917495727539","4.361917495727539","0.3959234356880188","0.3959234356880188","0.3959234356880188","0.32412195205688477","0.32412195205688477","0.32412195205688477"
"143","4.215841770172119","4.215841770172119","4.215841770172119","4.342502117156982","4.342502117156982","4.342502117156982","0.2789619565010071","0.2789619565010071","0.2789619565010071","0.26337844133377075","0.26337844133377075","0.26337844133377075"
"145","4.22348165512085","4.22348165512085","4.22348165512085","4.346651554107666","4.346651554107666","4.346651554107666","0.4425514340400696","0.4425514340400696","0.4425514340400696","0.27528202533721924","0.27528202533721924","0.27528202533721924"
"147","4.308591842651367","4.308591842651367","4.308591842651367","4.407519340515137","4.407519340515137","4.407519340515137","0.34177762269973755","0.34177762269973755","0.34177762269973755","0.2896853983402252","0.2896853983402252","0.2896853983402252"
"149","4.3321356773376465","4.3321356773376465","4.3321356773376465","4.315600395202637","4.315600395202637","4.315600395202637","0.3160543143749237","0.3160543143749237","0.3160543143749237","0.27725866436958313","0.27725866436958313","0.27725866436958313"
